id,lat,lon
1,-25.8305329245283,48.37958872017354
2,-25.80288820754717,39.07970838756327
3,-25.80288820754717,49.00934439624006
4,-25.775243490566037,35.62337490961678
5,-25.706131698113207,50.12240093998554
6,-25.73377641509434,47.2518866955893
7,-25.775243490566037,34.86180990600145
8,-25.706131698113207,46.519612653651485
9,-25.678486981132075,35.3451107736804
10,-25.59555283018868,50.79609305856833
11,-25.62319754716981,46.12418467100506
12,-25.609375188679245,49.60980911062907
13,-25.52644103773585,46.84181323210412
14,-25.471151603773585,53.3883431670282
15,-25.45732924528302,36.37029443239335
16,-25.45732924528302,35.72589327548807
17,-25.38821745283019,50.21027382501808
18,-25.34675037735849,48.555334490238614
19,-25.31910566037736,46.56354909616775
20,-25.1808820754717,49.69768199566161
21,-25.194704433962265,47.442277946493135
22,-25.222349150943394,37.029341070137384
23,-25.084125566037734,35.74053875632683
24,-25.015013773584904,34.46638192335503
25,-25.00119141509434,46.94433159797542
26,-25.111770283018867,47.99880621836587
27,-25.02883613207547,50.59105632682574
28,-24.93207962264151,51.96773152566884
29,-24.904434905660377,48.643207375271146
30,-24.93207962264151,49.08257180043384
31,-24.849145471698115,50.21027382501808
32,-24.75238896226415,51.73340383224874
33,-24.65563245283019,51.39655777295734
34,-24.738566603773585,49.30225401301519
35,-24.669454811320755,37.92271540130152
36,-24.75238896226415,35.4476291395517
37,-24.710921886792455,49.77090939985539
38,-24.558875943396224,48.584625451916125
39,-24.47594179245283,52.90504229934924
40,-24.393007641509435,51.83592219812003
41,-24.572698301886792,37.014695589298626
42,-24.531231226415095,51.01577527114968
43,-24.24096169811321,50.312792190889375
44,-24.51740886792453,36.28242154736081
45,-24.185672264150945,52.89039681851048
46,-24.19949462264151,51.39655777295734
47,-24.185672264150945,52.289932104121476
48,-24.144205188679244,41.95022263195951
49,-24.08891575471698,36.78036789587853
50,-23.97833688679245,50.94254786695589
51,-23.92304745283019,52.1141863340564
52,-24.13038283018868,49.18509016630513
53,-23.729534433962264,38.50853463485177
54,-23.688067358490567,49.69768199566161
55,-23.632777924528302,37.45406001446132
56,-23.508376698113207,52.05560441070138
57,-23.43926490566038,52.93433326102675
58,-23.618955566037734,50.19562834417932
59,-23.42544254716981,50.386019595083155
60,-23.46690962264151,39.3726180043384
61,-23.314863679245285,53.94487143890095
62,-23.383975471698115,36.150612219812004
63,-23.43926490566038,36.897531742588576
64,-23.25957424528302,43.649098409255245
65,-23.28721896226415,49.31689949385394
66,-23.093705943396227,35.82841164135937
67,-23.12135066037736,53.520152494577005
68,-22.94166,54.54533615328995
69,-23.01077179245283,50.85467498192335
70,-22.83108113207547,50.40066507592191
