radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,643,4,2510,10971,-1,32.4604,-25.9489,1000,5,1,1678937831,1727415538,0
GSM,643,4,2510,10501,-1,32.4578,-25.9441,1103,4,1,1678937831,1728711113,0
GSM,643,4,2510,12982,-1,32.4604,-25.9489,1000,5,1,1678937831,1727415538,0
GSM,643,4,2510,15582,-1,32.471,-25.949,1558,3,1,1678937831,1722057686,0
GSM,643,4,2510,10721,-1,32.4803,-25.9448,2182,5,1,1678937831,1702618634,0
GSM,643,4,2510,10723,-1,32.4644,-25.952,1000,3,1,1678937831,1722057686,0
GSM,643,4,2550,10651,-1,32.4188,-25.8541,3553,4,1,1678938731,1725687430,0
GSM,643,4,2550,12011,-1,32.4326,-25.8833,3105,12,1,1678938731,1743139921,0
GSM,643,4,2550,13142,-1,32.379,-25.8002,3622,11,1,1678939631,1743139899,0
GSM,643,4,2550,13143,-1,32.3774,-25.7988,3842,10,1,1678939631,1743139899,0
GSM,643,4,2550,13201,-1,31.9877,-25.4472,2071,18,1,1678946884,1743139934,0
GSM,643,4,2550,12202,-1,31.9918,-25.4717,2732,9,1,1680241883,1727415552,0
GSM,643,4,2550,12203,-1,31.9902,-25.4489,1270,10,1,1680241883,1743139934,0
GSM,643,4,2550,13102,-1,32.087,-25.5783,7883,17,1,1680593257,1743139892,0
GSM,643,4,2550,13121,-1,32.073,-25.5658,6020,14,1,1680593257,1743139892,0
GSM,643,4,2510,15411,-1,32.4339,-25.8964,1923,10,1,1680596961,1731908948,0
GSM,643,4,2510,15413,-1,32.4348,-25.9098,1000,6,1,1680596961,1743139902,0
GSM,643,4,2510,11581,-1,32.4346,-25.9089,1379,9,1,1680596961,1743139902,0
GSM,643,4,2510,11583,-1,32.435,-25.9092,1419,9,1,1680596961,1743139902,0
GSM,643,4,2510,14133,-1,32.4338,-25.8965,1170,7,1,1680596961,1731908948,0
GSM,643,4,2510,15363,-1,32.416,-25.9161,2086,2,1,1680596961,1731997805,0
GSM,643,4,2510,12981,-1,32.4845,-25.9423,1000,4,1,1680600471,1707140025,0
GSM,643,4,2510,11641,-1,32.4872,-25.9406,1019,4,1,1680600471,1742453062,0
GSM,643,4,2510,10642,-1,32.4843,-25.9422,1000,3,1,1680600471,1707140025,0
GSM,643,4,2510,11642,-1,32.4849,-25.9427,1000,2,1,1680599610,1702618583,0
GSM,643,4,2510,10562,-1,32.4871,-25.9413,1068,5,1,1680600471,1742453062,0
GSM,643,4,2510,11643,-1,32.4843,-25.9423,1000,3,1,1680599610,1707140025,0
GSM,643,4,2510,11582,-1,32.4386,-25.9177,1477,9,1,1680601388,1743139902,0
GSM,643,4,2510,13661,-1,32.4255,-25.9183,2888,9,1,1680601388,1743139915,0
GSM,643,4,2510,11872,-1,32.447,-25.929,1644,3,1,1680601388,1728711090,0
GSM,643,4,2510,10513,-1,32.4411,-25.9193,1834,12,1,1680601388,1743139902,0
GSM,643,4,2510,15452,-1,32.4288,-25.9222,3050,6,1,1680601388,1731997885,0
GSM,643,4,2510,10593,-1,32.4178,-25.921,2066,2,1,1680601388,1731997869,0
GSM,643,4,2510,13662,-1,32.4393,-25.9189,1000,2,1,1680601388,1722057717,0
GSM,643,4,2550,15741,-1,32.3945,-25.8125,1564,7,1,1680661961,1743139899,0
GSM,643,4,2550,13122,-1,32.0244,-25.5422,9344,13,1,1680664630,1743139929,0
GSM,643,4,2550,12201,-1,31.9881,-25.4454,1000,8,1,1680665538,1743139934,0
GSM,643,1,2250,27211,-1,33.4913,-16.3262,5475,18,1,1687437059,1705210459,0
GSM,643,1,2250,27212,-1,33.4391,-16.3709,7568,19,1,1687437930,1705643136,0
GSM,643,1,2250,27213,-1,33.4387,-16.3694,6027,18,1,1687437930,1705643136,0
GSM,643,1,2250,27311,-1,33.3932,-16.5094,5697,18,1,1687438846,1705643143,0
GSM,643,1,2250,27312,-1,33.3858,-16.5323,5028,19,1,1687438846,1705643146,0
GSM,643,1,2250,27313,-1,33.3879,-16.5255,5423,18,1,1687438846,1705643151,0
GSM,643,1,2250,27021,-1,33.2903,-16.7889,13810,25,1,1687457838,1705643159,0
GSM,643,1,2250,27023,-1,33.2789,-16.8646,9956,26,1,1687457838,1705643185,0
GSM,643,1,2250,27022,-1,33.2794,-16.8656,9824,26,1,1687457838,1705643185,0
GSM,643,1,2251,24271,-1,33.1939,-15.341,12930,23,1,1687425239,1705642997,0
GSM,643,1,2251,24273,-1,33.2101,-15.379,11214,22,1,1687425239,1705643047,0
GSM,643,1,2251,24272,-1,33.2101,-15.3789,11214,22,1,1687425239,1705642997,0
GSM,643,1,2251,24803,-1,33.4609,-15.7996,4825,18,1,1687428981,1705124301,0
GSM,643,1,2251,24801,-1,33.466,-15.8098,8445,18,1,1687428981,1705124301,0
GSM,643,1,2251,24802,-1,33.4769,-15.8298,7581,19,1,1687429786,1705643070,0
GSM,643,1,2250,24011,-1,33.5889,-16.1987,8020,15,1,1687434376,1705643105,0
GSM,643,1,2250,24333,-1,33.5863,-16.2003,3074,12,1,1687434376,1705643117,0
GSM,643,1,2250,24013,-1,33.5105,-16.3055,11795,6,1,1687435231,1705210459,0
GSM,643,1,2250,24131,-1,33.5994,-16.1448,7722,10,1,1687433402,1705643105,0
GSM,643,1,2250,24471,-1,33.5605,-16.0172,7930,11,1,1687431600,1699853673,0
GSM,643,1,2250,24863,-1,33.5711,-16.0348,8205,9,1,1687431600,1703137003,0
GSM,643,1,2250,24661,-1,33.6166,-16.0916,5000,17,1,1687432502,1703137003,0
GSM,643,1,2250,24663,-1,33.6163,-16.1009,6012,17,1,1687432502,1703137003,0
GSM,643,1,2250,24153,-1,33.6155,-16.0895,5317,7,1,1687432502,1703137003,0
GSM,643,1,2250,24033,-1,33.6139,-16.0827,4626,7,1,1687432502,1703137003,0
GSM,643,1,2250,24141,-1,33.6155,-16.1119,7855,20,1,1687432502,1705124312,0
GSM,643,1,2250,24662,-1,33.6154,-16.1234,5094,19,1,1687432502,1705124312,0
GSM,643,1,2250,24391,-1,33.6149,-16.0995,6481,12,1,1687432502,1705124312,0
GSM,643,1,2250,24121,-1,33.6074,-16.1405,2468,21,1,1687433402,1705643105,0
GSM,643,1,2250,24411,-1,33.5979,-16.151,1645,12,1,1687433402,1705643105,0
GSM,643,1,2250,24481,-1,33.6028,-16.1448,8017,17,1,1687433402,1705643105,0
GSM,643,1,2250,24862,-1,33.6023,-16.1561,5600,11,1,1687433402,1702532317,0
GSM,643,1,2250,24371,-1,33.6053,-16.1432,2357,15,1,1687433402,1705124315,0
GSM,643,1,2250,24331,-1,33.5858,-16.2027,2825,15,1,1687434376,1705643117,0
GSM,643,1,2250,24332,-1,33.5791,-16.2244,2405,17,1,1687434376,1705643116,0
GSM,643,1,2250,24342,-1,33.5889,-16.1891,3463,12,1,1687434376,1705210405,0
GSM,643,1,2250,24393,-1,33.5814,-16.2143,9883,10,1,1687434376,1705643122,0
GSM,643,1,2250,24012,-1,33.5521,-16.2621,8526,23,1,1687436171,1705643122,0
GSM,643,1,2230,27041,-1,33.3538,-17.4215,6497,13,1,1687483147,1705210553,0
GSM,643,1,2230,27042,-1,33.3475,-17.4369,3332,17,1,1687483147,1705643238,0
GSM,643,1,2230,27043,-1,33.3481,-17.4352,2795,16,1,1687483147,1705643238,0
GSM,643,1,2230,27253,-1,33.2474,-17.6979,13588,18,1,1687485852,1705210564,0
GSM,643,1,2230,27251,-1,33.2067,-17.8862,14932,2,1,1687489678,1705210564,0
GSM,643,1,2230,27252,-1,33.2352,-17.7719,27992,17,1,1687489678,1705210564,0
GSM,643,1,2230,27032,-1,33.1839,-18.0708,16573,18,1,1687490411,1705210582,0
GSM,643,1,2230,27031,-1,33.1965,-17.9651,15031,16,1,1687490411,1702532191,0
GSM,643,1,2230,27033,-1,33.1817,-18.0617,8033,16,1,1687490411,1705210582,0
GSM,643,1,2230,27081,-1,33.2184,-18.3334,27321,18,1,1687493145,1705643276,0
GSM,643,1,2230,27083,-1,33.2264,-18.3758,27258,15,1,1687498184,1705643276,0
GSM,643,1,2230,27082,-1,33.2456,-18.4303,20871,19,1,1687498184,1705643279,0
GSM,643,1,2230,22082,-1,33.3172,-19.065,4709,19,1,1687504953,1705815881,0
GSM,643,1,2230,26123,-1,33.3139,-19.0292,11043,26,1,1687504953,1705815878,0
GSM,643,1,2230,22083,-1,33.2931,-19.0507,6571,13,1,1687504953,1705729386,0
GSM,643,1,2230,22081,-1,33.2867,-19.0131,16908,22,1,1687504953,1705210630,0
GSM,643,1,2230,26122,-1,33.3409,-19.0731,4464,20,1,1687504953,1705815878,0
GSM,643,1,2230,26083,-1,33.3887,-19.0875,7597,21,1,1687505870,1705815881,0
GSM,643,1,2230,26363,-1,33.4328,-19.102,3757,14,1,1687505870,1705729392,0
GSM,643,1,2230,26141,-1,33.4834,-19.1179,6721,11,1,1687506750,1705815874,0
GSM,643,1,2230,26103,-1,33.4756,-19.1185,6742,14,1,1687506750,1705815874,0
GSM,643,1,2230,26143,-1,33.4731,-19.1164,1231,9,1,1687506750,1705729392,0
GSM,643,1,2230,26082,-1,33.4658,-19.1134,1567,8,1,1687506750,1705729392,0
GSM,643,1,2230,26321,-1,33.4617,-19.1104,7747,8,1,1687506750,1703050865,0
GSM,643,1,2230,26403,-1,33.4817,-19.1201,3776,13,1,1687506750,1705815874,0
GSM,643,1,2230,26362,-1,33.5184,-19.1119,5957,12,1,1687506750,1705815872,0
GSM,643,1,2230,26231,-1,33.6224,-19.0872,8472,22,1,1687508548,1705815868,0
GSM,643,1,2230,26232,-1,33.6207,-19.0957,9337,19,1,1687507746,1705815868,0
GSM,643,1,2230,26043,-1,33.6095,-19.0874,9018,19,1,1687508548,1705815868,0
GSM,643,1,2230,26042,-1,33.6695,-19.0904,5759,22,1,1687508548,1705815868,0
GSM,643,1,2230,26041,-1,33.666,-19.0907,5448,22,1,1687508548,1705815868,0
GSM,643,1,2230,26242,-1,33.762,-19.0924,7653,22,1,1687510373,1705815861,0
GSM,643,1,2230,26481,-1,33.7423,-19.0889,5354,20,1,1687509460,1705815861,0
GSM,643,1,2230,26352,-1,33.9008,-19.1807,13381,26,1,1687512170,1705815849,0
GSM,643,1,2230,26253,-1,33.8222,-19.1369,13682,20,1,1687510373,1705815856,0
GSM,643,1,2230,26251,-1,33.8487,-19.1565,6559,21,1,1687510373,1705815856,0
GSM,643,1,2230,26183,-1,33.8679,-19.1705,19522,24,1,1687511298,1705815853,0
GSM,643,1,2230,26181,-1,33.9442,-19.2076,24963,28,1,1687512170,1705815849,0
GSM,643,1,2230,26353,-1,33.822,-19.1106,2861,9,1,1687510373,1705729406,0
GSM,643,1,2230,26182,-1,33.9819,-19.2216,14376,29,1,1687512170,1705815849,0
GSM,643,1,2200,26032,-1,34.0465,-19.2339,10882,30,1,1687513071,1705815849,0
GSM,643,1,2200,26031,-1,34.1169,-19.2484,18683,25,1,1687513071,1705815845,0
GSM,643,1,2200,26171,-1,34.2228,-19.2804,13461,24,1,1687514870,1705815838,0
GSM,643,1,2200,26172,-1,34.2432,-19.2922,10964,23,1,1687514870,1705815834,0
GSM,643,1,2200,26173,-1,34.1864,-19.262,5783,23,1,1687513951,1705815842,0
GSM,643,1,2200,21143,-1,34.4885,-19.4245,37347,14,1,1687514870,1705815804,0
GSM,643,1,2200,26213,-1,34.4079,-19.3836,9103,23,1,1687515776,1705815825,0
GSM,643,1,2200,26211,-1,34.4278,-19.3968,8103,21,1,1687515776,1705815825,0
GSM,643,1,2200,26212,-1,34.4432,-19.4067,7517,23,1,1687515776,1705815825,0
GSM,643,1,2200,21333,-1,34.5625,-19.4717,6889,23,1,1687517576,1705815817,0
GSM,643,1,2200,21331,-1,34.5737,-19.4804,16144,16,1,1687519366,1705815821,0
GSM,643,1,2200,21332,-1,34.6259,-19.5234,14846,17,1,1687519366,1705729460,0
GSM,643,1,2200,21323,-1,34.6495,-19.5457,19867,15,1,1687519366,1705815813,0
GSM,643,1,2200,21142,-1,34.5951,-19.4991,7245,9,1,1687517576,1705815808,0
GSM,643,1,2200,26021,-1,34.6178,-19.5216,15198,14,1,1687518476,1705815677,0
GSM,643,1,2200,26022,-1,34.6414,-19.5405,8753,21,1,1687518476,1705815677,0
GSM,643,1,2200,21321,-1,34.6841,-19.5643,5021,13,1,1687519366,1705729460,0
GSM,643,1,2200,21322,-1,34.6656,-19.5573,3391,12,1,1687519366,1705729460,0
GSM,643,1,2200,26011,-1,34.7378,-19.5974,9220,22,1,1687520264,1705729464,0
GSM,643,1,2200,26013,-1,34.747,-19.6184,4157,15,1,1687520264,1705729464,0
GSM,643,1,2200,26311,-1,34.7363,-19.5938,5078,20,1,1687520264,1705729464,0
GSM,643,1,2200,26072,-1,34.7299,-19.5837,3148,21,1,1687520264,1705729464,0
GSM,643,1,2200,20613,-1,34.8118,-19.7216,9321,25,1,1687544616,1705729473,0
GSM,643,1,2200,26282,-1,34.8228,-19.7289,8814,34,1,1687544616,1706074515,0
GSM,643,1,2200,20612,-1,34.8246,-19.7328,8313,23,1,1687544616,1705988408,0
GSM,643,1,2200,20111,-1,34.8407,-19.7626,5467,24,1,1687538288,1706161092,0
GSM,643,1,2200,20073,-1,34.8464,-19.7879,7310,22,1,1687530216,1706161057,0
GSM,643,1,2200,20071,-1,34.8456,-19.7706,6696,30,1,1687544616,1706160919,0
GSM,643,1,2200,20611,-1,34.837,-19.7363,7367,35,1,1687535580,1706074652,0
GSM,643,1,2200,26012,-1,34.7809,-19.6798,8688,20,1,1687541060,1705729464,0
GSM,643,1,2200,20153,-1,34.845,-19.7778,7333,18,1,1687540096,1706160919,0
GSM,643,1,2200,20243,-1,34.8379,-19.742,9858,33,1,1687540096,1705988139,0
GSM,643,1,2200,20141,-1,34.8281,-19.7622,6484,25,1,1687541060,1705729612,0
GSM,643,1,2200,20272,-1,34.8674,-19.7878,4357,24,1,1687569841,1706161001,0
GSM,643,1,2200,20191,-1,34.8654,-19.7612,4952,32,1,1687569841,1705988111,0
GSM,643,1,2200,20192,-1,34.871,-19.7885,2213,12,1,1687569841,1705988229,0
GSM,643,1,2200,20242,-1,34.87,-19.7762,4416,8,1,1687569841,1705988229,0
GSM,643,1,2200,20273,-1,34.8635,-19.7575,6977,31,1,1687588819,1705988111,0
GSM,643,1,2200,20241,-1,34.8638,-19.7478,6434,27,1,1687569841,1705988111,0
GSM,643,1,2200,20271,-1,34.8637,-19.7468,6374,29,1,1687588819,1705988180,0
GSM,643,1,2200,20223,-1,34.8524,-19.7893,7728,30,1,1687587899,1706160992,0
GSM,643,1,2200,20181,-1,34.8432,-19.7717,9410,36,1,1687584298,1706160919,0
GSM,643,1,2200,20211,-1,34.8554,-19.7844,8546,32,1,1687587899,1706160919,0
GSM,643,1,2200,20193,-1,34.8595,-19.7963,7953,27,1,1687586983,1706160919,0
GSM,643,1,2200,20213,-1,34.837,-19.7852,6635,10,1,1687573457,1700631452,0
GSM,643,1,2200,20253,-1,34.8589,-19.8021,1131,14,1,1687587899,1706074668,0
GSM,643,1,2200,20112,-1,34.843,-19.8121,1000,9,1,1687582466,1699940307,0
GSM,643,1,2200,20291,-1,34.838,-19.7775,6965,19,1,1687587899,1706161071,0
GSM,643,1,2200,20031,-1,34.8394,-19.7744,6062,23,1,1687583399,1706161082,0
GSM,643,1,2200,20222,-1,34.847,-19.8103,2454,14,1,1687579783,1706161042,0
GSM,643,1,2200,20113,-1,34.8361,-19.8176,1000,8,1,1687581583,1700631429,0
GSM,643,1,2200,20011,-1,34.8367,-19.7999,8227,13,1,1687583399,1700631429,0
GSM,643,1,2200,20212,-1,34.8543,-19.8068,1000,2,1,1687586079,1700631387,0
GSM,643,1,2200,20251,-1,34.8637,-19.7981,2157,23,1,1687587899,1706160919,0
GSM,643,1,2200,20083,-1,34.8506,-19.7392,4815,30,1,1687588819,1705988111,0
GSM,643,1,2200,20321,-1,34.8639,-19.7454,2511,29,1,1687588819,1705988111,0
GSM,643,1,2200,20081,-1,34.8679,-19.7529,4431,27,1,1687588819,1705815666,0
GSM,643,1,2200,20323,-1,34.8537,-19.7396,7531,25,1,1687588819,1705988176,0
GSM,643,1,2200,20173,-1,34.8198,-19.7339,9317,28,1,1687596938,1702272867,0
GSM,643,1,2200,20233,-1,34.8202,-19.7292,1796,24,1,1687713166,1705729473,0
GSM,643,1,2200,20231,-1,34.8392,-19.7356,6179,30,1,1687713166,1705988111,0
GSM,643,4,3510,41820,-1,33.1183,-16.8851,2581,8,1,1687843813,1741586152,0
GSM,643,4,3510,32031,-1,33.2573,-16.8381,2214,8,1,1687844944,1741586154,0
GSM,643,4,3510,32032,-1,33.2893,-16.775,13778,8,1,1687845674,1741586154,0
GSM,643,4,3510,32033,-1,33.2724,-16.8316,1000,4,1,1687844944,1738391368,0
GSM,643,4,3510,40492,-1,33.3542,-16.6113,25411,8,1,1687848351,1741586154,0
GSM,643,4,3510,40493,-1,33.3256,-16.6801,17178,6,1,1687847448,1741586154,0
GSM,643,4,3510,40491,-1,33.3711,-16.5426,12307,7,1,1687849205,1718858113,0
GSM,643,4,3510,40280,-1,33.3749,-16.5487,6451,9,1,1687848351,1741586168,0
GSM,643,4,3510,40223,-1,33.4553,-16.3509,1958,4,1,1687850103,1716871129,0
GSM,643,4,3510,40224,-1,33.4816,-16.3337,4722,9,1,1687850103,1741586180,0
GSM,643,4,3510,40221,-1,33.4557,-16.3565,9682,6,1,1687850103,1741586174,0
GSM,643,4,3510,40222,-1,33.4413,-16.3655,6977,7,1,1687850103,1741586174,0
GSM,643,4,3510,40212,-1,33.5144,-16.3086,5646,11,1,1687851013,1741586180,0
GSM,643,4,3510,40211,-1,33.5258,-16.2979,3974,6,1,1687851013,1738391403,0
GSM,643,4,3510,40622,-1,33.5351,-16.2867,3354,3,1,1687851013,1703914754,0
GSM,643,4,3510,40213,-1,33.5071,-16.3161,3006,4,1,1687851013,1741586174,0
GSM,643,4,3510,40962,-1,33.5775,-16.2284,2196,6,1,1687851960,1718858058,0
GSM,643,4,3510,40963,-1,33.5769,-16.2301,1558,10,1,1687851960,1741586187,0
GSM,643,4,3510,40562,-1,33.6405,-16.12,2828,5,1,1687877178,1741586187,0
GSM,643,4,3510,42132,-1,33.5873,-16.2098,3903,9,1,1687852860,1741586190,0
GSM,643,4,3510,42352,-1,33.5868,-16.2138,2872,5,1,1687852860,1718858058,0
GSM,643,4,3510,40132,-1,33.5976,-16.2083,3527,6,1,1687851960,1725342579,0
GSM,643,4,3510,40052,-1,33.5824,-16.2154,3281,11,1,1687852860,1741586187,0
GSM,643,4,3510,40961,-1,33.588,-16.2095,2269,10,1,1687852860,1738391420,0
GSM,643,4,3510,42133,-1,33.5916,-16.201,1497,9,1,1687852860,1741586190,0
GSM,643,4,3510,40712,-1,33.586,-16.2081,4182,9,1,1687852860,1741586190,0
GSM,643,4,3510,40673,-1,33.5961,-16.2021,3959,10,1,1687852860,1741586190,0
GSM,643,4,3510,40841,-1,33.6047,-16.1456,2316,3,1,1687853765,1703828369,0
GSM,643,4,3510,42301,-1,33.633,-16.1199,2940,8,1,1687889754,1741586196,0
GSM,643,4,3510,42302,-1,33.6194,-16.1525,5023,6,1,1687889754,1718772001,0
GSM,643,4,3510,42303,-1,33.6189,-16.1177,2163,4,1,1687854610,1716871098,0
GSM,643,4,3510,40122,-1,33.6259,-16.1275,2795,5,1,1687889754,1703914514,0
GSM,643,4,3510,40073,-1,33.6202,-16.1273,2162,5,1,1687889754,1703914514,0
GSM,643,4,3510,40071,-1,33.6391,-16.1261,3916,9,1,1687889754,1741586196,0
GSM,643,4,3510,40551,-1,33.6188,-16.1277,3262,6,1,1687889754,1716871098,0
GSM,643,4,3510,40651,-1,33.62,-16.1237,2836,4,1,1687889754,1716871098,0
GSM,643,4,3510,40552,-1,33.6332,-16.1425,6104,7,1,1687867231,1738391454,0
GSM,643,4,3510,40652,-1,33.6184,-16.1341,1414,5,1,1687884384,1703914670,0
GSM,643,4,3510,40121,-1,33.6167,-16.1033,1000,2,1,1687924888,1716871098,0
GSM,643,4,3510,40131,-1,33.6287,-16.1323,2426,4,1,1687915018,1703914514,0
GSM,643,4,3510,40042,-1,33.6188,-16.1202,1355,2,1,1687924888,1703914571,0
GSM,643,4,3510,40573,-1,33.6212,-16.1321,1000,4,1,1687918621,1703914525,0
GSM,643,4,3510,40123,-1,33.6412,-16.1086,2822,5,1,1687924888,1741586196,0
GSM,643,4,3510,40563,-1,33.6437,-16.1102,3119,3,1,1687923123,1703914683,0
GSM,643,4,3510,40041,-1,33.651,-16.1105,3893,5,1,1687924038,1741586196,0
GSM,643,4,3510,40931,-1,33.5963,-16.1525,1000,2,1,1687925795,1716871102,0
GSM,643,4,3510,40321,-1,33.5963,-16.1525,1000,2,1,1687925795,1716871102,0
GSM,643,4,3510,40001,-1,33.6002,-16.1489,1147,3,1,1687925795,1716871102,0
GSM,643,4,3510,40303,-1,33.6086,-16.1422,2046,5,1,1687925795,1716871102,0
GSM,643,4,3510,40053,-1,33.5847,-16.2089,1938,10,1,1687926697,1738391412,0
GSM,643,4,3510,40601,-1,33.6023,-16.1961,1734,4,1,1687926697,1738391429,0
GSM,643,4,3510,42091,-1,33.59,-16.1848,1119,2,1,1687926697,1703914675,0
GSM,643,4,3510,42092,-1,33.5861,-16.1922,1000,2,1,1687926697,1716871106,0
GSM,643,4,3510,40722,-1,33.5861,-16.1922,1000,2,1,1687926697,1716871106,0
GSM,643,4,3510,40383,-1,33.5861,-16.1922,1000,2,1,1687926697,1716871106,0
GSM,643,4,3510,40621,-1,33.5486,-16.2644,1000,2,1,1687927609,1703914754,0
GSM,643,4,3420,32120,-1,33.3172,-16.7539,23856,6,1,1687933106,1741586159,0
GSM,643,1,2200,20221,-1,34.8501,-19.8111,1417,11,1,1687970073,1700631422,0
GSM,643,1,2200,20143,-1,34.8366,-19.8169,1000,5,1,1687961942,1700631463,0
GSM,643,1,2200,20103,-1,34.8513,-19.8077,1971,5,1,1687961942,1705556610,0
GSM,643,1,2200,20072,-1,34.8576,-19.8073,1394,9,1,1687970073,1706161037,0
GSM,643,1,2200,26312,-1,34.7756,-19.6697,7828,23,1,1687975443,1705729469,0
GSM,643,1,2200,26281,-1,34.7755,-19.6721,6437,26,1,1687987199,1705729469,0
GSM,643,1,2200,26283,-1,34.7809,-19.6822,3903,22,1,1687986260,1705729469,0
GSM,643,1,2200,26313,-1,34.7379,-19.6169,7020,5,1,1687987199,1699767574,0
GSM,643,1,2200,26073,-1,34.7266,-19.5781,2286,18,1,1687988080,1705729634,0
GSM,643,1,2200,26071,-1,34.728,-19.5784,1438,18,1,1687988080,1705729634,0
GSM,643,1,2200,26023,-1,34.5046,-19.4434,13179,9,1,1687988960,1702791339,0
GSM,643,1,2200,26343,-1,34.2235,-19.2853,12332,23,1,1687992569,1705729426,0
GSM,643,1,2200,26341,-1,34.2945,-19.3199,9553,21,1,1687991660,1705729436,0
GSM,643,1,2200,26033,-1,34.0524,-19.2349,8579,16,1,1687993460,1705815845,0
GSM,643,1,2230,26252,-1,33.906,-19.1874,22044,23,1,1687995303,1705815856,0
GSM,643,1,2230,26351,-1,33.8261,-19.117,3778,10,1,1687996207,1705729406,0
GSM,643,1,2230,26241,-1,33.7506,-19.0875,4775,18,1,1687997066,1705729402,0
GSM,643,1,2230,26243,-1,33.7362,-19.0872,5267,19,1,1687997066,1705729402,0
GSM,643,1,2230,26402,-1,33.511,-19.1235,3311,11,1,1687999790,1702446008,0
GSM,643,1,2230,26401,-1,33.533,-19.1174,2188,3,1,1687999790,1703050861,0
GSM,643,1,2230,26101,-1,33.5116,-19.1253,1228,3,1,1687999790,1702705194,0
GSM,643,1,2230,22031,-1,33.4166,-19.0953,2224,3,1,1688000688,1697863079,0
GSM,643,1,2230,26451,-1,33.4792,-19.1151,4776,2,1,1688000688,1702446008,0
GSM,643,1,2250,24213,-1,33.5258,-16.2977,6213,9,1,1688046063,1705210459,0
GSM,643,1,2250,24143,-1,33.6104,-16.1395,3222,19,1,1688063220,1705124312,0
GSM,643,1,2250,24482,-1,33.5932,-16.1766,3426,16,1,1688048787,1705643111,0
GSM,643,1,2250,24861,-1,33.5937,-16.1871,6665,12,1,1688047871,1705643122,0
GSM,643,1,2250,24132,-1,33.5937,-16.1747,3507,15,1,1688048787,1705643105,0
GSM,643,1,2250,24483,-1,33.5931,-16.1699,2644,12,1,1688048787,1705643111,0
GSM,643,1,2250,24513,-1,33.5973,-16.1671,1000,4,1,1688048787,1705643111,0
GSM,643,1,2250,24142,-1,33.614,-16.1338,1011,18,1,1688063220,1705124331,0
GSM,643,1,2250,24133,-1,33.5884,-16.1836,2632,5,1,1691020925,1705210405,0
GSM,643,1,2230,27101,-1,33.3053,-17.5081,9032,17,1,1691046355,1705643242,0
GSM,643,1,2230,27102,-1,33.2669,-17.5867,10413,18,1,1691047253,1705643242,0
GSM,643,1,2230,27103,-1,33.2595,-17.6037,12454,17,1,1691047253,1705643246,0
GSM,643,1,2230,27091,-1,33.241,-17.712,15413,17,1,1691049955,1705210564,0
GSM,643,1,2230,27093,-1,33.2217,-17.8122,23537,18,1,1691050853,1705643255,0
GSM,643,1,2230,27092,-1,33.216,-17.8407,20681,19,1,1691050853,1705643255,0
GSM,643,1,2230,27011,-1,33.2753,-18.9086,12911,21,1,1691062683,1705729342,0
GSM,643,1,2230,27013,-1,33.2725,-18.9182,8796,22,1,1691062683,1705729342,0
GSM,643,1,2230,27012,-1,33.2674,-18.9448,7272,21,1,1691062683,1705729342,0
GSM,643,1,2230,26121,-1,33.3678,-19.0794,6763,21,1,1691087011,1705815878,0
GSM,643,1,2230,26081,-1,33.4529,-19.1069,8302,10,1,1691100533,1705729392,0
GSM,643,1,2230,26142,-1,33.5026,-19.1214,5112,12,1,1691101421,1705815874,0
GSM,643,1,2230,26133,-1,33.4917,-19.1216,4303,7,1,1691101421,1702705194,0
GSM,643,1,2230,26131,-1,33.5522,-19.1047,7762,13,1,1691102292,1705815872,0
GSM,643,1,2200,21361,-1,34.2371,-19.2948,14076,11,1,1691113167,1705729436,0
GSM,643,1,2200,26342,-1,34.3245,-19.3342,6465,16,1,1691113167,1705815821,0
GSM,643,1,2200,20232,-1,34.8605,-19.7544,5771,27,1,1691160007,1706074609,0
GSM,643,1,2200,20063,-1,34.8648,-19.7969,1822,19,1,1691135708,1706160933,0
GSM,643,1,2200,20082,-1,34.8558,-19.7534,6378,18,1,1691160007,1705988223,0
GSM,643,1,2200,20021,-1,34.8358,-19.8051,8767,9,1,1691158205,1700631457,0
GSM,643,1,2200,20051,-1,34.8549,-19.7792,6909,4,1,1691916961,1703050696,0
GSM,643,1,2230,26132,-1,33.5105,-19.1245,1360,5,1,1692055847,1702705194,0
GSM,643,1,2230,26381,-1,33.4047,-19.0888,2801,9,1,1692056798,1703050869,0
GSM,643,1,2230,26323,-1,33.401,-19.0867,2454,5,1,1692056798,1700631602,0
GSM,643,1,2230,26333,-1,33.4135,-19.0914,7499,5,1,1692056798,1705210641,0
GSM,643,1,2250,24673,-1,33.5432,-16.2761,3188,2,1,1692098478,1703136989,0
GSM,643,1,2250,24372,-1,33.5864,-16.19,1000,2,1,1692099354,1705124361,0
GSM,643,1,2250,24092,-1,33.6006,-16.1556,4403,15,1,1693571308,1705643105,0
GSM,643,1,2250,24091,-1,33.6149,-16.1106,5765,14,1,1693571308,1705124315,0
GSM,643,1,2250,24122,-1,33.5909,-16.1856,2387,6,1,1693572186,1705124360,0
GSM,643,1,2230,27051,-1,33.3113,-18.7238,12174,17,1,1693629300,1705643292,0
GSM,643,1,2230,27053,-1,33.3055,-18.756,13646,17,1,1693629300,1705643292,0
GSM,643,1,2230,27052,-1,33.2841,-18.8672,11365,20,1,1693631099,1705729370,0
