radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,643,1,2230,26191,-1,33.2322,-18.9949,8558,7,1,1693631969,1705815885,0
GSM,643,1,2230,22033,-1,33.2856,-19.0049,4840,6,1,1693631969,1705210633,0
GSM,643,1,2230,26192,-1,33.2211,-19.0188,7791,3,1,1693631969,1705815885,0
GSM,643,1,2230,26452,-1,33.4435,-19.1055,6386,8,1,1693634699,1705729392,0
GSM,643,1,2230,26361,-1,33.4254,-19.0978,3176,2,1,1693634699,1705815878,0
GSM,643,1,2230,26372,-1,33.5383,-19.1151,1947,6,1,1693635574,1705729395,0
GSM,643,1,2230,22202,-1,33.5273,-19.1219,1000,5,1,1693635574,1702446008,0
GSM,643,1,2230,26292,-1,33.5217,-19.1203,4546,8,1,1693635574,1702705194,0
GSM,643,1,2230,26291,-1,33.5274,-19.1218,1000,3,1,1693635574,1698816380,0
GSM,643,1,2230,26233,-1,33.5517,-19.1082,7683,16,1,1693636461,1705815872,0
GSM,643,1,2200,26471,-1,34.7961,-19.7011,4485,33,1,1693655414,1705729630,0
GSM,643,1,2200,26472,-1,34.8274,-19.7448,7874,37,1,1693676119,1706160919,0
GSM,643,1,2200,20322,-1,34.863,-19.7758,3725,19,1,1693803195,1706074549,0
GSM,643,1,2200,20033,-1,34.8184,-19.7285,1000,5,1,1693838360,1705556507,0
GSM,643,1,2200,25022,-1,33.6591,-19.0709,8090,3,1,1693963739,1698816376,0
GSM,643,1,2230,22201,-1,33.5581,-19.1061,1234,4,1,1693964618,1705210643,0
GSM,643,4,3510,40103,-1,33.5847,-16.2107,1000,4,1,1694542460,1718858058,0
GSM,643,4,3510,40322,-1,33.5832,-16.2114,3566,4,1,1694532514,1718858101,0
GSM,643,4,3510,40051,-1,33.5969,-16.2012,1953,9,1,1694543315,1741586190,0
GSM,643,4,3510,40713,-1,33.5866,-16.197,1000,3,1,1694555064,1716871106,0
GSM,643,4,3510,40012,-1,33.5858,-16.2183,5895,10,1,1694555064,1741586193,0
GSM,643,4,3510,40671,-1,33.6368,-16.1642,5918,5,1,1694555969,1738391454,0
GSM,643,4,3510,40143,-1,33.6888,-16.1133,2315,5,1,1694556868,1725342582,0
GSM,643,4,3510,40663,-1,33.6957,-16.115,1000,5,1,1694556868,1741586198,0
GSM,643,4,3510,40141,-1,33.7195,-16.1098,5523,5,1,1694557774,1725342582,0
GSM,643,4,3510,40661,-1,33.6978,-16.1155,1057,4,1,1694556868,1741586198,0
GSM,643,4,3510,40823,-1,33.6999,-16.116,1681,5,1,1694556868,1741586198,0
GSM,643,4,3510,40142,-1,33.6851,-16.1122,1895,4,1,1694556868,1725342582,0
GSM,643,4,3510,40643,-1,33.6994,-16.116,1736,5,1,1694556868,1741586198,0
GSM,643,4,3510,40031,-1,33.7631,-16.1101,1090,4,1,1694557774,1741586201,0
GSM,643,4,3510,40821,-1,33.7726,-16.1029,1000,3,1,1694557774,1741586201,0
GSM,643,4,3510,40641,-1,33.766,-16.1084,1000,3,1,1694557774,1741586201,0
GSM,643,4,3510,40642,-1,33.7414,-16.1133,2903,2,1,1694557774,1718166973,0
GSM,643,4,3510,41433,-1,33.744,-16.1077,8132,6,1,1694557774,1741586203,0
GSM,643,4,3520,40410,-1,33.9308,-16.0266,2597,3,1,1694559581,1741586212,0
GSM,643,4,3520,40632,-1,34.0286,-15.9438,1925,4,1,1694560505,1741586214,0
GSM,643,4,3520,40631,-1,34.0454,-15.9369,2596,3,1,1694560505,1738391473,0
GSM,643,4,3520,40423,-1,34.0989,-15.8968,3732,5,1,1694561347,1741586216,0
GSM,643,4,3520,40442,-1,34.2442,-15.7963,9267,6,1,1694563152,1741586221,0
GSM,643,4,3520,40440,-1,34.2484,-15.7934,9795,6,1,1694563152,1741586221,0
GSM,643,4,3520,40443,-1,34.2912,-15.7743,2192,4,1,1694563152,1741586227,0
GSM,643,4,3520,41172,-1,34.3404,-15.7249,2325,5,1,1694564055,1741586232,0
GSM,643,4,3520,41173,-1,34.3505,-15.7064,8325,6,1,1694564055,1741586227,0
GSM,643,4,3520,41180,-1,34.322,-15.5962,13198,4,1,1694566817,1718771979,0
GSM,643,4,3520,41211,-1,34.3441,-15.6934,7152,6,1,1694565876,1741586234,0
GSM,643,4,3520,41171,-1,34.3387,-15.6743,8997,5,1,1694566817,1741586232,0
GSM,643,4,3520,41113,-1,34.3082,-15.5904,1000,2,1,1694566817,1738391490,0
GSM,643,4,3520,41111,-1,34.3082,-15.5904,1000,2,1,1694566817,1738391496,0
GSM,643,4,3520,41212,-1,34.3147,-15.5859,10503,4,1,1694566817,1738391496,0
GSM,643,4,3520,41221,-1,34.334,-15.3693,5833,5,1,1694568577,1738391502,0
GSM,643,4,3520,41222,-1,34.334,-15.3693,5833,5,1,1694568577,1738391499,0
GSM,643,4,3520,41223,-1,34.3099,-15.3147,7258,5,1,1694569461,1738391508,0
GSM,643,4,3520,41190,-1,34.2986,-15.1743,16706,5,1,1694570474,1738391499,0
GSM,643,4,3520,41271,-1,34.2988,-15.1761,16902,4,1,1694570474,1738391505,0
GSM,643,4,3520,41272,-1,34.3024,-15.2704,6160,4,1,1694570474,1738391499,0
GSM,643,4,3520,41200,-1,34.2908,-15.0055,7375,5,1,1694572168,1738391524,0
GSM,643,4,3520,43460,-1,34.3252,-14.8861,8613,3,1,1694573070,1738391527,0
GSM,643,4,3520,41162,-1,34.308,-14.9211,2200,2,1,1694573070,1738391527,0
GSM,643,4,3520,41123,-1,34.3613,-14.7474,7645,6,1,1694575169,1738478832,0
GSM,643,4,3520,41122,-1,34.3613,-14.7474,7645,6,1,1694575169,1738478832,0
GSM,643,4,3520,41124,-1,34.358,-14.727,1688,5,1,1694575169,1738478832,0
GSM,643,4,3520,41503,-1,34.3422,-14.6845,1545,2,1,1694575823,1738478878,0
GSM,643,4,3520,41121,-1,34.3474,-14.6996,3319,4,1,1694575823,1738478875,0
GSM,643,4,3520,41501,-1,34.3422,-14.6845,1545,2,1,1694575823,1738478878,0
GSM,643,4,3520,41283,-1,34.3422,-14.6845,1545,2,1,1694575823,1738478878,0
GSM,643,4,3520,41502,-1,34.3547,-14.7191,2527,6,1,1694575823,1738478875,0
GSM,643,4,3520,41651,-1,34.2964,-14.5834,3401,5,1,1694576933,1738478881,0
GSM,643,4,3520,41653,-1,34.295,-14.5677,3789,5,1,1694576933,1738478881,0
GSM,643,4,3520,41652,-1,34.2964,-14.5834,3401,5,1,1694576933,1738478881,0
GSM,643,4,3520,40243,-1,34.324,-14.4003,1000,8,1,1694628976,1738836731,0
GSM,643,4,3520,40244,-1,34.3231,-14.4024,1000,4,1,1694578483,1738836739,0
GSM,643,4,3520,40242,-1,34.331,-14.4,1306,5,1,1694628976,1741848938,0
GSM,643,4,3520,41161,-1,34.2957,-14.5626,3216,3,1,1694763009,1738478881,0
GSM,643,4,3520,41282,-1,34.3525,-14.7117,4765,3,1,1694764600,1738478878,0
GSM,643,4,3520,41281,-1,34.3594,-14.7306,1000,3,1,1694764600,1738478867,0
GSM,643,4,3520,43012,-1,34.331,-14.8782,7547,2,1,1694767301,1738391527,0
GSM,643,4,3520,40633,-1,34.1902,-15.8398,13842,4,1,1694778141,1741586216,0
GSM,643,4,3520,40911,-1,33.9469,-16.0162,1000,2,1,1694779379,1741586212,0
GSM,643,4,3520,40913,-1,33.9143,-16.0356,3237,3,1,1694779959,1741586212,0
GSM,643,4,3510,41431,-1,33.7708,-16.1039,2156,3,1,1694781712,1741586203,0
GSM,643,4,3510,61022,-1,33.7668,-16.1067,1635,2,1,1694781712,1741586203,0
GSM,643,4,3510,40741,-1,33.7569,-16.115,1000,2,1,1694781712,1741586201,0
GSM,643,4,3510,40191,-1,33.7569,-16.115,1000,2,1,1694781712,1741586201,0
GSM,643,4,3510,40561,-1,33.6576,-16.1121,1000,4,1,1694782617,1741586196,0
GSM,643,4,3510,40043,-1,33.6375,-16.105,2314,2,1,1694782617,1716871098,0
GSM,643,4,3510,42131,-1,33.6029,-16.1988,1000,4,1,1694783540,1741586190,0
GSM,643,4,3510,40892,-1,33.5702,-16.2422,1000,2,1,1694784443,1741586187,0
GSM,643,4,3510,42192,-1,33.6025,-16.2089,5100,3,1,1694784443,1725342579,0
GSM,643,4,3510,40833,-1,33.4115,-16.3956,3598,4,1,1694786248,1741586174,0
GSM,643,4,3510,40832,-1,33.4423,-16.3655,5857,5,1,1694786248,1741586180,0
GSM,643,4,3510,40831,-1,33.4403,-16.3651,6009,6,1,1694786248,1741586180,0
GSM,643,4,3510,40480,-1,33.3168,-16.7097,7541,6,1,1694788915,1741586154,0
GSM,643,4,3510,41310,-1,32.8936,-16.9633,2365,6,1,1694794242,1741586119,0
GSM,643,4,3510,40201,-1,32.8716,-16.9637,5401,11,1,1694802459,1741586119,0
GSM,643,4,3510,40203,-1,32.864,-16.964,1488,13,1,1694802459,1741586119,0
GSM,643,4,3510,40202,-1,32.8637,-16.9642,2851,13,1,1694802459,1741586119,0
GSM,643,1,2200,21273,-1,34.458,-19.4117,10008,4,1,1695023064,1705815834,0
GSM,643,1,2200,20473,-1,34.8369,-19.8161,1000,2,1,1695123172,1700631463,0
GSM,643,1,2230,26322,-1,33.5054,-19.1148,5573,3,1,1695210602,1700631599,0
GSM,643,1,2230,22321,-1,33.3954,-16.4735,2711,3,1,1696371008,1705643143,0
GSM,643,1,2230,22323,-1,33.3349,-16.6333,21432,4,1,1696372850,1705643143,0
GSM,643,1,2200,21182,-1,34.1209,-19.2436,3624,5,1,1696622680,1702445991,0
GSM,643,1,2230,27132,-1,33.3055,-16.9567,3988,4,1,1696661603,1705210528,0
GSM,643,1,2230,27131,-1,33.2928,-16.9213,6553,4,1,1696662519,1705210524,0
GSM,643,1,2230,27133,-1,33.2829,-16.9093,6677,4,1,1696662519,1705210520,0
GSM,643,1,2250,24851,-1,33.6082,-16.1401,2559,4,1,1696674305,1702705005,0
GSM,643,1,2250,24341,-1,33.5996,-16.1497,1297,2,1,1697450540,1705124349,0
GSM,643,4,2550,16610,-1,32.2674,-25.6963,7677,10,1,1697466801,1722057674,0
GSM,643,4,2510,15451,-1,32.4339,-25.9087,1354,5,1,1697468541,1743139906,0
GSM,643,4,2550,12012,-1,32.4341,-25.8982,1728,9,1,1697468541,1743139921,0
GSM,643,4,2510,15111,-1,32.4845,-25.9423,1000,4,1,1697480383,1707140025,0
GSM,643,4,2510,15113,-1,32.4811,-25.944,1559,5,1,1697480383,1722057686,0
GSM,643,4,2510,15112,-1,32.4868,-25.941,1075,5,1,1697480383,1742453062,0
GSM,643,4,2510,15812,-1,32.485,-25.9426,1000,3,1,1697474956,1702618628,0
GSM,643,4,2510,15581,-1,32.4756,-25.9469,1175,4,1,1697502403,1722057686,0
GSM,643,1,2200,21183,-1,34.0918,-19.2344,1840,3,1,1697518384,1700113314,0
GSM,643,1,2200,21152,-1,34.1446,-19.2503,3769,4,1,1697523867,1700631550,0
GSM,643,1,2200,21153,-1,34.168,-19.264,14508,4,1,1697740126,1705296786,0
GSM,643,1,2230,26453,-1,33.4159,-19.0949,1000,2,1,1697761777,1698816385,0
GSM,643,1,2230,22221,-1,33.5182,-16.3064,1000,2,1,1697804414,1698816613,0
GSM,643,1,2250,24493,-1,33.5801,-16.2227,2268,8,1,1698275708,1705643117,0
GSM,643,1,2200,26473,-1,34.8114,-19.7234,1000,7,1,1698514356,1702186509,0
GSM,643,1,2230,26223,-1,32.7144,-19.0013,4048,4,1,1699610366,1705815897,0
GSM,643,1,2230,26303,-1,32.7038,-19.0068,1000,2,1,1699596788,1700199518,0
GSM,643,1,2230,26222,-1,32.7023,-19.0055,2608,3,1,1699640110,1705815894,0
GSM,643,1,2230,26052,-1,32.716,-19.0051,1991,4,1,1699640110,1705815900,0
GSM,643,1,2230,22263,-1,32.7262,-18.9988,2730,2,1,1699589591,1700199501,0
GSM,643,1,2230,26053,-1,32.7267,-19.0008,2841,4,1,1699640110,1705815900,0
GSM,643,1,2230,26051,-1,32.7287,-19.0012,2687,4,1,1699640110,1705815894,0
GSM,643,1,2230,26221,-1,32.8068,-18.9758,3765,2,1,1699674658,1705815894,0
GSM,643,1,2230,26162,-1,32.9212,-18.949,1946,3,1,1699675590,1705815891,0
GSM,643,1,2230,26161,-1,32.9212,-18.949,1946,3,1,1699675590,1705815891,0
GSM,643,1,2230,22262,-1,32.9212,-18.949,1946,3,1,1699675590,1705815891,0
GSM,643,1,2230,26163,-1,32.9291,-18.9536,1000,2,1,1699675590,1705815891,0
GSM,643,1,2230,26203,-1,33.0486,-18.9881,2832,3,1,1699676458,1705815888,0
GSM,643,1,2230,26193,-1,33.0404,-18.986,1945,2,1,1699676458,1700199483,0
GSM,643,1,2230,22011,-1,33.0586,-18.9892,1000,1,1,1699676458,1699676458,0
GSM,643,1,2230,26482,-1,34.0191,-19.2328,5143,3,1,1699691830,1702445995,0
GSM,643,1,2200,20393,-1,34.8606,-19.7412,1000,4,1,1699709828,1705815685,0
GSM,643,1,2230,27062,-1,33.3183,-18.7273,4152,2,1,1699778166,1705210609,0
GSM,643,1,2230,27063,-1,33.3164,-18.6581,3667,2,1,1699777066,1705210609,0
GSM,643,1,2230,27061,-1,33.2956,-18.5882,4422,3,1,1699777066,1705210609,0
GSM,643,1,2200,20053,-1,34.8575,-19.8054,1439,2,1,1699858640,1702359448,0
GSM,643,1,2200,20493,-1,34.8575,-19.7819,8445,11,1,1699896509,1706160928,0
GSM,643,1,2200,20491,-1,34.8506,-19.7736,6097,3,1,1699958631,1703050647,0
GSM,643,1,2230,25043,-1,33.9703,-19.2267,1000,1,1,1700076211,1700076211,0
GSM,643,1,2230,26202,-1,33.1618,-19.0335,1000,1,1,1700094873,1700094873,0
GSM,643,1,2230,26201,-1,33.0223,-18.9828,1000,1,1,1700095878,1700095878,0
GSM,643,1,2251,24913,-1,33.5187,-16.3062,1000,1,1,1700623966,1700623966,0
GSM,643,4,10005,61000,-1,30.3975,-15.619,1000,1,1,1701582259,1701582259,0
UMTS,643,1,1200,106779,0,32.5545,-25.9554,1000,1,1,1702040526,1702040526,0
GSM,643,1,2200,26242,-1,34.1162,-19.2402,1000,1,1,1702378699,1702378699,0
GSM,643,4,2550,13202,-1,31.9846,-25.442,1000,16,1,1702405260,1743139934,0
GSM,643,1,2250,24152,-1,33.6164,-16.1108,1000,1,1,1702451711,1702451711,0
GSM,643,4,2510,10512,-1,32.4444,-25.9263,1301,7,1,1702506171,1743139915,0
GSM,643,4,2510,12043,-1,32.4453,-25.9273,1059,5,1,1702506171,1728106930,0
GSM,643,4,2510,15603,-1,32.4544,-25.9442,1000,2,1,1702519140,1727415566,0
GSM,643,4,2510,11622,-1,32.4538,-25.9364,1102,8,1,1702519140,1743139909,0
GSM,643,4,2510,15951,-1,32.4341,-25.91,1000,1,1,1702520046,1702520046,0
GSM,643,4,2510,11351,-1,32.4366,-25.9175,2738,7,1,1702520946,1743139902,0
UMTS,643,1,2300,282261,0,34.8388,-19.8165,1000,1,1,1702638477,1702638477,0
UMTS,643,1,2300,312366,0,34.8469,-19.8208,1000,1,1,1702828416,1702828416,0
GSM,643,1,2200,20252,-1,34.8672,-19.7962,1000,1,1,1702941055,1702941055,0
GSM,643,1,2230,22203,-1,33.476,-19.1178,1000,2,1,1702968971,1705210641,0
GSM,643,1,2250,24672,-1,33.5274,-16.3004,1000,1,1,1703026757,1703026757,0
UMTS,643,1,2300,288431,0,34.7779,-19.6753,1000,1,1,1703133703,1703133703,0
UMTS,643,1,2300,288221,0,34.7308,-19.5837,1000,1,1,1703232773,1703232773,0
UMTS,643,1,2300,321217,0,34.6891,-19.5679,1000,1,1,1703330124,1703330124,0
UMTS,643,1,2300,288215,0,34.7266,-19.5827,1000,1,1,1703416497,1703416497,0
UMTS,643,1,2300,321215,0,34.731,-19.5845,1000,1,1,1703502646,1703502646,0
UMTS,643,1,2300,288217,0,34.6983,-19.5694,1000,1,1,1703561296,1703561296,0
UMTS,643,1,2300,288223,0,34.7076,-19.5736,1000,1,1,1703625982,1703625982,0
UMTS,643,1,2300,282763,0,34.8133,-19.7228,1000,1,1,1703675314,1703675314,0
UMTS,643,1,2300,312757,0,34.8139,-19.7228,1000,1,1,1703683604,1703683604,0
GSM,643,4,3510,40553,-1,33.6096,-16.1403,1000,2,1,1703685047,1703914670,0
GSM,643,4,3510,40351,-1,33.6096,-16.1403,1000,2,1,1703685047,1703914670,0
GSM,643,4,3510,40891,-1,33.6211,-16.132,1000,3,1,1703687734,1703914514,0
GSM,643,4,3510,40352,-1,33.6078,-16.1416,1000,1,1,1703822900,1703822900,0
GSM,643,4,3510,40111,-1,33.6031,-16.1461,1000,2,1,1703822900,1716871102,0
GSM,643,4,3510,40312,-1,33.6027,-16.1834,2734,3,1,1703823806,1741586193,0
GSM,643,4,3510,40862,-1,33.6111,-16.18,1907,2,1,1703823806,1741586193,0
GSM,643,4,3510,40721,-1,33.5939,-16.1755,1000,1,1,1703823806,1703823806,0
GSM,643,4,3510,40381,-1,33.6142,-16.1776,4142,4,1,1703823806,1741586193,0
GSM,643,4,3510,40072,-1,33.6076,-16.1962,1000,1,1,1703824710,1703824710,0
GSM,643,4,3510,40662,-1,33.7374,-16.1108,3655,2,1,1703840925,1718167046,0
GSM,643,4,3510,40822,-1,33.7108,-16.1188,1000,2,1,1703826526,1718166973,0
GSM,643,4,3510,40392,-1,33.7095,-16.1188,1000,2,1,1703840035,1718166973,0
GSM,643,4,3510,40393,-1,33.689,-16.1133,2331,4,1,1703840925,1725342582,0
GSM,643,4,3510,40571,-1,33.6514,-16.1329,1000,1,1,1703841829,1703841829,0
GSM,643,4,3510,40301,-1,33.6051,-16.1974,1000,1,1,1703842688,1703842688,0
GSM,643,4,3420,32190,-1,33.3368,-16.6728,1000,1,1,1703849010,1703849010,0
UMTS,643,1,2300,282757,0,34.8149,-19.7234,1000,1,1,1703891516,1703891516,0
GSM,643,1,2230,27071,-1,33.2206,-18.2159,1484,2,1,1705126442,1705643274,0
GSM,643,1,2230,27073,-1,33.2094,-18.3446,1000,2,1,1705129148,1705643279,0
GSM,643,1,2230,27072,-1,33.21,-18.3539,1094,2,1,1705129148,1705643279,0
GSM,643,1,2230,22333,-1,33.2969,-18.5796,1000,1,1,1705132801,1705132801,0
GSM,643,1,2200,20161,-1,34.8661,-19.7968,1000,1,1,1705506362,1705506362,0
GSM,643,1,2200,20061,-1,34.8604,-19.7417,1000,2,1,1705684646,1705815690,0
GSM,643,1,2230,16961,-1,32.7337,-19.0012,1000,1,1,1705746231,1705746231,0
GSM,643,4,2510,11741,-1,32.4126,-25.9247,2979,3,1,1706714867,1731997750,0
GSM,643,4,2510,15082,-1,32.4506,-25.9352,1963,6,1,1706714867,1728711087,0
GSM,643,4,2510,15173,-1,32.4424,-25.9236,1000,1,1,1706714867,1706714867,0
GSM,643,4,2510,15091,-1,32.5163,-25.931,1000,1,1,1706715767,1706715767,0
GSM,643,4,2950,14593,-1,32.5593,-25.9535,1000,1,1,1706716667,1706716667,0
GSM,643,4,2950,11072,-1,32.5593,-25.9535,1000,1,1,1706716667,1706716667,0
GSM,643,4,2950,14591,-1,32.5593,-25.9535,1000,1,1,1706716667,1706716667,0
GSM,643,4,2950,10172,-1,32.5585,-25.9549,1000,2,1,1706716667,1707140020,0
GSM,643,4,2950,11073,-1,32.5593,-25.9535,1000,1,1,1706716667,1706716667,0
GSM,643,4,2950,16332,-1,32.5593,-25.9535,1000,1,1,1706716667,1706716667,0
GSM,643,4,2950,10251,-1,32.5585,-25.9549,1000,2,1,1706716667,1707140020,0
GSM,643,4,2950,10131,-1,32.5736,-25.9423,1000,6,1,1706721315,1742539385,0
GSM,643,4,2960,14033,-1,32.5747,-25.9484,1000,1,1,1706717568,1706717568,0
GSM,643,4,2950,10212,-1,32.5747,-25.9484,1000,1,1,1706717568,1706717568,0
GSM,643,4,2950,14601,-1,32.5747,-25.9484,1000,1,1,1706717568,1706717568,0
GSM,643,4,2950,12332,-1,32.5747,-25.9484,1000,1,1,1706717568,1706717568,0
GSM,643,4,2950,10881,-1,32.5746,-25.9407,1000,5,1,1706717568,1742539385,0
GSM,643,4,2950,16702,-1,32.5719,-25.9462,1000,1,1,1706718527,1706718527,0
GSM,643,4,2950,11993,-1,32.5743,-25.9408,1000,4,1,1706725228,1727415544,0
GSM,643,4,2950,10681,-1,32.569,-25.9381,1143,6,1,1706718527,1742539484,0
GSM,643,4,2950,16703,-1,32.5685,-25.947,1000,2,1,1706718527,1707140004,0
GSM,643,4,2950,10213,-1,32.5696,-25.9431,1205,4,1,1706718527,1742539484,0
GSM,643,4,2950,16701,-1,32.5746,-25.9423,1000,1,1,1706721315,1706721315,0
GSM,643,4,2950,10901,-1,32.5719,-25.9462,1000,1,1,1706718527,1706718527,0
GSM,643,4,2950,16503,-1,32.5747,-25.9382,1000,5,1,1706725228,1742539385,0
GSM,643,4,2950,10232,-1,32.5743,-25.9384,1000,7,1,1706725228,1742539385,0
GSM,643,4,2950,10273,-1,32.5726,-25.9385,1113,7,1,1706725228,1742539385,0
GSM,643,4,2950,12303,-1,32.5743,-25.9398,1000,7,1,1706725228,1742539385,0
GSM,643,4,2950,11991,-1,32.5741,-25.9393,1000,6,1,1706725228,1742453065,0
GSM,643,4,2950,10233,-1,32.5723,-25.9364,1016,6,1,1706725228,1742539438,0
GSM,643,4,2950,10231,-1,32.5751,-25.9359,1000,2,1,1706720422,1707139921,0
GSM,643,4,2950,16501,-1,32.5748,-25.934,1000,3,1,1706720422,1709271323,0
GSM,643,4,2950,16692,-1,32.5744,-25.9363,1000,6,1,1706720422,1742539398,0
GSM,643,4,2950,14001,-1,32.5739,-25.9428,1000,3,1,1706721315,1727415558,0
GSM,643,4,2950,10211,-1,32.574,-25.9429,1000,2,1,1706721315,1727415558,0
GSM,643,4,2950,12243,-1,32.5696,-25.9358,1567,4,1,1706746963,1727415561,0
GSM,643,4,2960,10183,-1,32.5738,-25.9398,1000,3,1,1706750555,1727415548,0
GSM,643,4,2950,11093,-1,32.5738,-25.9383,1000,2,1,1706749655,1709271336,0
GSM,643,4,2950,11992,-1,32.5723,-25.9454,1000,2,1,1706750555,1709271323,0
GSM,643,4,2950,14171,-1,32.5709,-25.9415,1000,3,1,1706751455,1727415551,0
GSM,643,4,2950,10133,-1,32.565,-25.9478,1000,1,1,1706751455,1706751455,0
GSM,643,4,2950,14172,-1,32.565,-25.9478,1000,1,1,1706751455,1706751455,0
GSM,643,4,2950,10111,-1,32.565,-25.9478,1000,1,1,1706751455,1706751455,0
GSM,643,4,2950,10683,-1,32.564,-25.9448,1000,1,1,1706752444,1706752444,0
GSM,643,4,2950,14401,-1,32.564,-25.9448,1000,1,1,1706752444,1706752444,0
GSM,643,4,2950,14402,-1,32.564,-25.9448,1000,1,1,1706752444,1706752444,0
GSM,643,4,2950,16331,-1,32.564,-25.9448,1000,1,1,1706752444,1706752444,0
GSM,643,4,2950,12002,-1,32.5581,-25.9411,1000,1,1,1706753284,1706753284,0
GSM,643,4,2950,13841,-1,32.5581,-25.9411,1000,1,1,1706753284,1706753284,0
GSM,643,4,2950,13843,-1,32.5581,-25.9411,1000,1,1,1706753284,1706753284,0
GSM,643,4,2950,10272,-1,32.5602,-25.9358,1000,3,1,1706753284,1742539484,0
GSM,643,4,2950,12001,-1,32.5581,-25.9411,1000,1,1,1706753284,1706753284,0
GSM,643,4,2950,10252,-1,32.5576,-25.9563,1000,1,1,1706754184,1706754184,0
GSM,643,4,2950,12463,-1,32.5576,-25.9563,1000,1,1,1706754184,1706754184,0
GSM,643,4,2950,12472,-1,32.5576,-25.9563,1000,1,1,1706754184,1706754184,0
GSM,643,4,2950,10253,-1,32.5576,-25.9563,1000,1,1,1706754184,1706754184,0
GSM,643,4,2550,15871,-1,32.4185,-25.8397,1426,4,1,1709164183,1717648518,0
GSM,643,4,2510,15153,-1,32.4504,-25.9323,1000,6,1,1709165083,1743139909,0
GSM,643,4,2510,15083,-1,32.4513,-25.9386,1000,1,1,1709165983,1709165983,0
GSM,643,4,2510,15152,-1,32.4524,-25.9362,1000,6,1,1709175369,1743139909,0
GSM,643,4,2510,10722,-1,32.4662,-25.9511,1000,2,1,1709166883,1722057686,0
GSM,643,4,2950,10173,-1,32.5385,-25.9431,1000,2,1,1709174470,1722057690,0
GSM,643,4,2950,10171,-1,32.5385,-25.9431,1000,2,1,1709174470,1722057690,0
GSM,643,4,2950,10271,-1,32.5713,-25.9374,1000,4,1,1709172723,1742539434,0
GSM,643,4,2950,12331,-1,32.5707,-25.9482,1000,1,1,1709169671,1709169671,0
GSM,643,4,2950,14961,-1,32.5741,-25.9303,1000,1,1,1709173563,1709173563,0
GSM,643,4,2950,14962,-1,32.5741,-25.9303,1000,1,1,1709173563,1709173563,0
GSM,643,4,2510,12983,-1,32.4539,-25.9392,1421,5,1,1709175369,1743139912,0
GSM,643,4,2550,15982,-1,32.4336,-25.8881,1000,7,1,1709177289,1743139921,0
GSM,643,4,2550,10413,-1,32.434,-25.8843,1000,1,1,1709177289,1709177289,0
GSM,643,4,2550,15853,-1,32.3576,-25.7819,1000,2,1,1709179058,1717216696,0
GSM,643,4,2520,13392,-1,32.2786,-25.7015,4999,2,1,1709179958,1717648766,0
GSM,643,4,10005,41241,-1,32.3552,-14.4099,1000,1,1,1716710774,1716710774,0
GSM,643,4,10005,41242,-1,32.3552,-14.4099,1000,1,1,1716710774,1716710774,0
GSM,643,3,20218,7711,-1,31.9958,-25.4629,1000,1,1,1716712745,1716712745,0
GSM,643,4,3510,40250,-1,32.9469,-15.1367,1000,1,1,1716718987,1716718987,0
GSM,643,4,3510,40793,-1,33.1262,-15.2365,1000,1,1,1716721211,1716721211,0
GSM,643,4,3510,40792,-1,33.2003,-15.343,7295,2,1,1716721739,1716870894,0
GSM,643,4,3510,40791,-1,33.1763,-15.2816,1000,1,1,1716721739,1716721739,0
GSM,643,4,3510,41153,-1,33.2198,-15.3985,2251,2,1,1716743796,1716870891,0
GSM,643,4,3510,41151,-1,33.2198,-15.3985,2251,2,1,1716743796,1716870891,0
GSM,643,4,3510,41152,-1,33.2198,-15.3985,2251,2,1,1716743796,1716870891,0
GSM,643,4,3510,42670,-1,33.3428,-15.5479,1000,1,1,1716789304,1716789304,0
GSM,643,4,3510,41673,-1,33.3574,-15.6404,1000,1,1,1716790197,1716790197,0
GSM,643,4,3510,41672,-1,33.3574,-15.6404,1000,1,1,1716790197,1716790197,0
GSM,643,4,3510,41671,-1,33.3574,-15.6404,1000,1,1,1716790197,1716790197,0
GSM,643,4,3510,41592,-1,33.5942,-16.0349,1000,1,1,1716795715,1716795715,0
GSM,643,4,3510,41593,-1,33.5942,-16.0349,1000,1,1,1716795715,1716795715,0
GSM,643,4,3510,41591,-1,33.5942,-16.0349,1000,1,1,1716795715,1716795715,0
GSM,643,4,3510,40403,-1,33.5942,-16.0349,1000,1,1,1716795715,1716795715,0
GSM,643,4,3510,40311,-1,33.5984,-16.1506,1000,1,1,1716797556,1716797556,0
GSM,643,4,3510,40861,-1,33.5984,-16.1506,1000,1,1,1716797556,1716797556,0
GSM,643,4,3520,40580,-1,33.528,-16.3001,1000,1,1,1716801149,1716801149,0
GSM,643,4,3420,34710,-1,33.4456,-16.3585,1000,1,1,1716802948,1716802948,0
GSM,643,4,3420,32281,-1,33.3246,-17.4744,4776,2,1,1716813808,1717216670,0
GSM,643,4,3420,32020,-1,33.349,-17.4276,1032,2,1,1716812906,1717216674,0
GSM,643,4,3420,32282,-1,33.3246,-17.4744,4776,2,1,1716813808,1717216663,0
GSM,643,4,3420,32283,-1,33.3246,-17.4744,4776,2,1,1716813808,1717216650,0
GSM,643,4,3420,32223,-1,33.2515,-17.6071,1000,2,1,1716814713,1717216666,0
