OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-5609,2023-013T,2025-04-20T18:26:57.935904,15.02532312,.0000965,43.0034,254.9967,266.2379,93.8353,0,U,55348,999,12313,.23909E-4,.119E-5,0
STARLINK-5666,2023-013U,2025-04-20T21:33:36.487872,15.02539952,.0001196,43.0020,254.2492,264.4898,95.5808,0,U,55349,999,12315,.90963E-4,.1025E-4,0
STARLINK-5668,2023-013V,2025-04-20T19:53:05.426592,15.02536571,.0001388,43.0038,254.5882,262.5015,97.5670,0,U,55350,999,12314,-.21419E-4,-.493E-5,0
STARLINK-5659,2023-013W,2025-04-20T18:01:22.147392,15.02552913,.0000707,43.0001,254.8648,265.6579,94.4182,0,U,55351,999,12313,.20272E-3,.2537E-4,0
STARLINK-5547,2023-013X,2025-04-20T21:20:49.109856,15.02555633,.0000911,43.0044,254.1803,1.3119,358.7726,0,U,55352,999,12315,-.17985E-4,-.447E-5,0
STARLINK-5608,2023-013Y,2025-04-20T17:40:36.304320,15.02534814,.0001333,43.0039,254.7540,266.6477,93.4213,0,U,55353,999,12313,.29473E-4,.194E-5,0
STARLINK-5649,2023-013Z,2025-04-20T18:06:10.487520,15.02538550,.000237,43.0036,254.8930,290.4892,69.5695,0,U,55354,999,12313,.5319E-5,-.132E-5,0
STARLINK-5647,2023-013AA,2025-04-20T17:51:46.654272,15.02555144,.000095,43.0011,254.8024,269.3206,90.7527,0,U,55355,999,12312,.16209E-3,.1988E-4,0
STARLINK-5651,2023-013AC,2025-04-20T17:53:23.414496,15.02537565,.0001372,43.0034,254.8206,264.9119,95.1567,0,U,55357,999,12313,.22275E-4,.97E-6,0
STARLINK-5622,2023-013AD,2025-04-20T21:08:02.317632,15.02536203,.0001426,43.0027,254.1157,262.8845,97.1835,0,U,55358,999,12315,-.16287E-4,-.424E-5,0
STARLINK-5641,2023-013AE,2025-04-20T17:48:35.707680,15.02535316,.0001393,43.0004,254.8023,291.8869,68.1825,0,U,55359,999,12313,.68782E-4,.726E-5,0
STARLINK-5664,2023-013AF,2025-04-19T22:15:30.345984,15.02543641,.0001379,43.0017,271.9929,226.6797,133.3931,0,U,55360,999,12286,.20858E-3,.2616E-4,0
STARLINK-5665,2023-013AG,2025-04-20T19:40:40.739808,15.02545566,.0000726,43.0018,241.5170,279.3815,80.6945,0,U,55361,999,12329,.13777E-3,.1658E-4,0
STARLINK-5574,2023-013AH,2025-04-20T19:56:39.028992,15.02537599,.0002439,43.0057,241.5960,261.4053,98.6513,0,U,55362,999,12372,.30835E-4,.213E-5,0
STARLINK-5627,2023-013AK,2025-04-20T19:21:06.496416,15.02543064,.0001855,43.0059,254.4208,283.2415,76.8221,0,U,55364,999,12314,.92986E-4,.1053E-4,0
STARLINK-5639,2023-013AL,2025-04-20T19:57:30.449952,15.02537664,.0001016,43.0015,267.6032,287.6346,72.4386,0,U,55365,999,12299,.56795E-4,.564E-5,0
STARLINK-5654,2023-013AM,2025-04-20T16:49:59.179296,15.02538622,.0001042,43.0020,242.3411,253.1885,106.8843,0,U,55366,999,12327,.49039E-4,.459E-5,0
STARLINK-5635,2023-013AN,2025-04-20T17:13:55.879104,15.02698681,.0002132,43.0040,242.4557,289.4891,70.5721,0,U,55367,999,12327,-.27086E-2,-.36761E-3,0
STARLINK-5625,2023-013AP,2025-04-20T18:06:32.769216,15.02540502,.0001929,43.0061,241.8828,274.0534,86.0088,0,U,55368,999,12328,-.10038E-3,-.156E-4,0
STARLINK-5644,2023-013AQ,2025-04-20T21:31:38.541504,15.02536494,.0001276,43.0039,267.2308,269.5457,90.5239,0,U,55369,999,12300,.45066E-4,.405E-5,0
STARLINK-5027,2023-013AR,2025-04-20T21:37:59.850624,15.02556353,.0003988,43.0044,267.2680,251.0155,109.0255,0,U,55370,999,12300,-.39531E-3,-.5544E-4,0
STARLINK-5590,2023-013AS,2025-04-20T21:17:14.103456,15.02554423,.0001783,43.0016,267.1534,256.3743,103.6900,0,U,55371,999,12392,.737E-3,.9771E-4,0
STARLINK-5568,2023-013AT,2025-04-20T19:51:09.785376,15.02497417,.0001055,43.0005,267.5654,209.5633,150.5150,0,U,55372,999,12299,-.20985E-3,-.3034E-4,0
STARLINK-5581,2023-013AU,2025-04-20T20:21:29.176704,15.02535392,.0001136,43.0029,267.7175,262.7475,97.3238,0,U,55373,999,12299,.1557E-4,.7E-7,0
STARLINK-5578,2023-013AV,2025-04-20T18:10:35.266368,15.02540782,.0003576,43.0085,267.9119,305.5940,54.4569,0,U,55374,999,12298,.12256E-4,-.39E-6,0
STARLINK-5588,2023-013AW,2025-04-20T21:07:39.771552,15.02536369,.0001024,43.0028,267.1047,245.4317,114.6419,0,U,55375,999,12300,.3411E-4,.257E-5,0
STARLINK-5586,2023-013AX,2025-04-20T17:18:45.125568,15.02546697,.0001657,43.0046,242.4766,259.4246,100.6409,0,U,55376,999,12327,.12698E-3,.1512E-4,0
STARLINK-5567,2023-013AY,2025-04-20T19:12:45.564768,15.02535814,.0001663,43.0053,267.3655,268.9843,91.0809,0,U,55377,999,12299,.21356E-4,.85E-6,0
STARLINK-5572,2023-013AZ,2025-04-20T19:36:44.149824,15.02536170,.000134,43.0023,267.4939,268.1147,91.9542,0,U,55378,999,12299,.44903E-4,.403E-5,0
STARLINK-5569,2023-013BA,2025-04-20T19:22:19.631424,15.02551611,.0001349,43.0035,267.4169,266.0153,94.0535,0,U,55379,999,12299,.14005E-3,.1689E-4,0
STARLINK-5571,2023-013BB,2025-04-20T18:01:44.610528,15.02537046,.0001342,43.0013,241.8555,283.9593,76.1100,0,U,55380,999,12328,.79669E-4,.873E-5,0
STARLINK-5575,2023-013BC,2025-04-20T19:17:32.888832,15.02546029,.0001223,43.0035,267.3888,264.2146,95.8557,0,U,55381,999,12299,.65155E-4,.677E-5,0
STARLINK-5576,2023-013BD,2025-04-20T21:02:52.198656,15.02538946,.0001421,43.0036,267.0803,258.2580,101.8103,0,U,55382,999,12300,.37114E-4,.298E-5,0
STARLINK-5531,2023-013BE,2025-04-20T16:21:13.292640,15.02543947,.0001751,43.0019,242.1843,223.9015,136.1688,0,U,55383,999,12327,.15193E-3,.185E-4,0
STARLINK-5537,2023-013BF,2025-04-20T20:59:40.223040,15.02538319,.0001935,43.0055,267.0619,253.5321,106.5308,0,U,55384,999,12300,.27307E-4,.165E-5,0
STARLINK-5556,2023-013BG,2025-04-20T17:27:25.113600,15.02548085,.0000945,43.0053,267.6734,225.8484,134.2281,0,U,55385,999,12298,.32004E-3,.4124E-4,0
STARLINK-5555,2023-013BH,2025-04-20T19:07:57.978912,15.02538979,.0001456,43.0035,267.3432,270.2921,89.7754,0,U,55386,999,12299,.19584E-3,.2443E-4,0
STARLINK-5077,2023-014A,2025-04-20T13:04:44.616576,16.04715625,.0004495,69.9905,142.3586,277.9050,238.8161,0,U,55391,999,12312,.15288E-2,.1024542E-1,.56806E-3
STARLINK-5085,2023-014B,2025-04-20T10:52:20.907264,14.98325295,.0003096,69.9988,139.3444,272.8705,87.2100,0,U,55392,999,12413,.90063E-4,.982E-5,0
STARLINK-4786,2023-014C,2025-04-20T11:22:43.528224,14.98330670,.0003327,69.9994,159.2992,268.1724,91.9054,0,U,55393,999,12364,.1194E-3,.1332E-4,0
STARLINK-5274,2023-014E,2025-04-20T11:10:42.286944,14.98332236,.0002998,69.9995,159.2496,268.4790,91.6025,0,U,55395,999,12364,.17617E-4,.117E-5,0
STARLINK-5283,2023-014F,2025-04-20T11:16:40.630944,14.98351956,.0002792,70.0008,159.2770,258.4130,101.6716,0,U,55396,999,12364,.32699E-3,.3813E-4,0
STARLINK-5224,2023-014G,2025-04-20T11:58:28.465248,14.98317588,.0003239,69.9986,139.4899,271.4120,88.6668,0,U,55397,999,12413,.15881E-3,.1802E-4,0
STARLINK-5275,2023-014H,2025-04-20T11:40:45.248448,14.98332963,.0003219,69.9998,159.3316,268.3951,91.6839,0,U,55398,999,12364,.87074E-4,.946E-5,0
STARLINK-5276,2023-014J,2025-04-20T11:28:46.590528,14.98308542,.0002852,70.0003,159.3030,266.2755,93.8078,0,U,55399,999,12364,-.32208E-3,-.3932E-4,0
STARLINK-5632,2023-014K,2025-04-20T13:28:54.871680,14.98333366,.0003371,69.9998,159.1880,271.4647,88.6126,0,U,55400,999,12365,.18076E-3,.2065E-4,0
STARLINK-5076,2023-014L,2025-04-20T11:34:44.690016,14.98338047,.00032,70.0002,159.3175,268.6259,91.4534,0,U,55401,999,12364,.10093E-3,.1112E-4,0
STARLINK-5071,2023-014M,2025-04-20T13:40:56.042112,14.98331857,.000301,70.0001,159.2228,267.1836,92.8979,0,U,55402,999,12365,.14156E-3,.1597E-4,0
STARLINK-5597,2023-014N,2025-04-20T11:46:44.287104,14.98344240,.0002724,69.9997,159.3468,281.5300,78.5553,0,U,55403,999,12364,.25081E-3,.2902E-4,0
STARLINK-5607,2023-014P,2025-04-20T12:16:47.033472,14.98338919,.0002526,70.0021,159.4229,252.5697,107.5186,0,U,55404,999,12364,-.51882E-3,-.6279E-4,0
STARLINK-5623,2023-014Q,2025-04-20T11:58:47.230464,14.98333336,.0002966,70.0001,159.3767,275.2223,84.8597,0,U,55405,999,12364,.35947E-3,.4199E-4,0
STARLINK-5630,2023-014R,2025-04-20T13:58:58.092384,14.98334078,.0002983,69.9996,159.2678,264.8935,95.1884,0,U,55406,999,12365,.18328E-3,.2095E-4,0
STARLINK-5019,2023-014S,2025-04-20T12:10:50.546208,14.98328588,.000282,70.0017,159.4070,264.4454,95.6383,0,U,55407,999,12364,.25962E-3,.3006E-4,0
STARLINK-5092,2023-014T,2025-04-20T14:04:58.281024,14.98320299,.0003023,69.9994,159.2819,268.3172,91.7641,0,U,55408,999,12365,.13216E-3,.1484E-4,0
STARLINK-5633,2023-014V,2025-04-20T11:41:04.671168,14.98332031,.0003062,70.0010,179.2006,266.8078,93.2731,0,U,55410,999,12315,.22556E-3,.2599E-4,0
STARLINK-5605,2023-014W,2025-04-20T12:34:52.159584,14.98331766,.0002846,69.9999,159.4663,269.0557,91.0276,0,U,55411,999,12364,.16797E-3,.1912E-4,0
STARLINK-5060,2023-014Y,2025-04-20T14:47:19.960800,14.98351217,.0003528,70.0017,178.8493,272.2529,87.8226,0,U,55413,999,12317,.68133E-3,.8051E-4,0
STARLINK-5620,2023-014Z,2025-04-20T11:59:07.132704,14.98324317,.000268,70.0023,179.2450,266.0597,94.0256,0,U,55414,999,12315,.18531E-3,.2118E-4,0
STARLINK-5624,2023-014AB,2025-04-20T15:23:25.251072,14.98326173,.0002819,70.0017,178.9405,257.0673,103.0172,0,U,55416,999,12317,.32295E-3,.3762E-4,0
STARLINK-5616,2023-014AC,2025-04-21T00:05:29.356800,16.23689089,.0007789,69.9866,164.6661,277.9819,144.5932,0,U,55417,999,12355,.9131E-3,.2354927E-1,.42284E-5
STARLINK-5030,2023-014AD,2025-04-20T13:59:20.088960,14.98297594,.0004198,70.0002,179.1331,281.9664,78.1024,0,U,55418,999,12316,-.25785E-3,-.3166E-4,0
STARLINK-5629,2023-014AE,2025-04-20T12:05:07.139904,14.98329205,.0002478,70.0012,179.2598,248.7341,111.3553,0,U,55419,999,12315,.20333E-3,.2334E-4,0
STARLINK-5604,2023-014AF,2025-04-20T11:22:24.040704,14.98335103,.0003359,69.9986,139.4251,265.8764,94.2011,0,U,55420,999,12413,.17755E-3,.2026E-4,0
STARLINK-5598,2023-014AG,2025-04-20T13:53:16.541952,14.98329324,.0003041,70.0004,179.1206,263.5818,96.4995,0,U,55421,999,12316,-.37492E-4,-.54E-5,0
STARLINK-5006,2023-014AH,2025-04-20T14:59:21.243552,14.98336084,.0003129,70.0004,178.8744,271.0524,89.0276,0,U,55422,999,12317,.55012E-4,.564E-5,0
STARLINK-5068,2023-014AJ,2025-04-20T14:17:18.835296,14.98336397,.0003668,70.0003,179.1769,270.0640,90.0099,0,U,55423,999,12316,.16783E-3,.191E-4,0
STARLINK-5615,2023-014AL,2025-04-20T14:05:17.894688,14.98330184,.0003255,69.9999,179.1493,270.7529,89.3257,0,U,55425,999,12316,.72904E-4,.777E-5,0
STARLINK-5638,2023-014AM,2025-04-20T11:17:04.809120,14.98324090,.0002787,70.0028,179.5483,242.6888,117.3987,0,U,55426,999,12314,-.12601E-3,-.1596E-4,0
STARLINK-5073,2023-014AN,2025-04-20T14:11:19.002624,14.98323321,.0003014,70.0007,179.1645,268.2724,91.8089,0,U,55427,999,12316,-.42675E-4,-.602E-5,0
STARLINK-5064,2023-014AP,2025-04-20T11:29:05.462016,14.98335142,.0003251,70.0005,179.5758,264.3016,95.7773,0,U,55428,999,12314,.12983E-3,.1457E-4,0
STARLINK-5645,2023-014AQ,2025-04-20T11:11:01.675968,14.98354352,.0002961,70.0012,179.5303,277.4101,82.6721,0,U,55429,999,12314,.41812E-3,.4903E-4,0
STARLINK-5642,2023-014AR,2025-04-20T15:47:46.189536,14.98325575,.0003666,70.0009,198.8539,265.3825,94.6916,0,U,55430,999,12268,.68702E-4,.727E-5,0
STARLINK-5643,2023-014AS,2025-04-20T11:23:04.944192,14.98328249,.0003615,70.0021,179.5629,259.7914,100.2837,0,U,55431,999,12314,.77483E-4,.832E-5,0
STARLINK-5637,2023-014AT,2025-04-20T11:11:36.910752,14.98334514,.0002625,70.0036,199.3930,244.2587,115.8302,0,U,55432,999,12265,.19984E-3,.2293E-4,0
STARLINK-5570,2023-014AU,2025-04-20T15:41:44.977056,14.98333067,.000276,70.0023,198.8406,254.0719,106.0136,0,U,55433,999,12268,.14245E-3,.1607E-4,0
STARLINK-5621,2023-014AV,2025-04-20T11:23:24.604512,14.98309547,.0003146,70.0011,199.4175,248.8285,111.2538,0,U,55434,999,12265,.63628E-3,.7503E-4,0
STARLINK-5626,2023-014AW,2025-04-20T15:59:49.424928,14.98305470,.0003839,70.0013,198.8842,271.5987,88.4733,0,U,55435,999,12268,-.14974E-3,-.1878E-4,0
STARLINK-5640,2023-014AX,2025-04-20T11:29:24.672192,14.98333581,.0003425,70.0009,199.4313,269.6988,90.3778,0,U,55436,999,12265,.12225E-3,.1366E-4,0
STARLINK-5074,2023-014AZ,2025-04-20T12:40:50.438784,14.98324641,.0002995,69.9993,159.0905,269.1733,90.9083,0,U,55438,999,12365,.1624E-3,.1845E-4,0
STARLINK-5634,2023-014BA,2025-04-20T16:23:49.714656,14.98326453,.0003123,70.0012,198.9448,264.2829,95.7974,0,U,55439,999,12268,.40771E-4,.393E-5,0
STARLINK-5699,2023-015A,2025-04-20T18:31:01.070688,15.02531466,.0000705,43.0031,281.0758,273.4194,86.6568,0,U,55449,999,12311,.17447E-3,.2154E-4,0
STARLINK-5686,2023-015B,2025-04-20T21:47:15.539136,15.02541005,.0002118,43.0037,280.3768,245.8780,114.1841,0,U,55450,999,12313,.80251E-4,.881E-5,0
STARLINK-5656,2023-015C,2025-04-20T20:01:56.669088,15.02535468,.0002307,43.0064,280.6857,243.9668,116.0937,0,U,55451,999,12218,.12865E-4,-.3E-6,0
STARLINK-5683,2023-015D,2025-04-20T18:19:49.377216,15.02539345,.0001013,43.0025,281.0142,246.4896,113.5839,0,U,55452,999,12217,.78264E-4,.854E-5,0
STARLINK-5684,2023-015E,2025-04-20T19:50:41.523936,15.02592110,.0001246,43.0029,280.6315,280.7246,79.3456,0,U,55453,999,12218,.63988E-3,.8463E-4,0
STARLINK-5636,2023-015F,2025-04-20T19:41:09.174048,15.02549208,.000172,43.0045,280.5693,267.5584,92.5061,0,U,55454,999,12218,.3671E-3,.476E-4,0
STARLINK-5680,2023-015G,2025-04-20T12:01:43.152096,15.02531363,.0001327,43.0037,282.4894,284.8927,75.1768,0,U,55455,999,12213,.27397E-3,.3499E-4,0
STARLINK-5058,2023-015H,2025-04-20T19:42:45.920448,15.02540111,.0001636,43.0041,280.5880,252.4486,107.6177,0,U,55456,999,12218,.5991E-4,.606E-5,0
STARLINK-5682,2023-015J,2025-04-20T19:45:57.522816,15.02548477,.0001094,43.0014,280.6049,256.8411,103.2309,0,U,55457,999,12218,.22879E-3,.2889E-4,0
STARLINK-5020,2023-015K,2025-04-20T13:03:52.428384,15.02532955,.0000978,43.0039,281.9498,284.5902,75.4832,0,U,55458,999,12214,-.12222E-4,-.369E-5,0
STARLINK-5669,2023-015L,2025-04-20T16:21:42.908832,15.02549448,.0002261,43.0041,281.2562,233.5118,126.5517,0,U,55459,999,12216,.40682E-4,.346E-5,0
STARLINK-5678,2023-015M,2025-04-20T21:04:06.637440,15.02538996,.0001128,43.0029,280.1519,263.1246,96.9468,0,U,55460,999,12219,.51791E-4,.496E-5,0
STARLINK-5646,2023-015N,2025-04-20T21:13:43.641696,15.02406235,.0000215,42.9995,280.2095,273.2500,86.8318,0,U,55461,999,12219,.22345E-2,.30006E-3,0
STARLINK-5673,2023-015P,2025-04-20T20:48:08.208288,15.02535415,.0001204,43.0020,280.0729,323.6402,36.4358,0,U,55462,999,12219,.13082E-4,-.27E-6,0
STARLINK-5677,2023-015Q,2025-04-20T19:20:22.949088,15.02540162,.0001569,43.0030,280.4680,282.1487,77.9180,0,U,55463,999,12218,.75319E-4,.814E-5,0
STARLINK-5676,2023-015R,2025-04-20T20:38:31.621344,15.02522706,.0002402,43.0050,280.0176,271.6600,88.3967,0,U,55464,999,12219,.51545E-4,.492E-5,0
STARLINK-5674,2023-015S,2025-04-20T19:07:35.980608,15.02543412,.0001366,43.0034,280.4025,274.2454,85.8232,0,U,55465,999,12218,-.39481E-4,-.737E-5,0
STARLINK-5628,2023-015T,2025-04-20T21:55:05.194848,15.02536063,.000178,43.0058,279.5597,287.5001,72.5647,0,U,55466,999,12220,.8161E-5,-.94E-6,0
STARLINK-5679,2023-015U,2025-04-20T19:17:11.262912,15.02541881,.0001257,43.0043,280.4550,272.3093,87.7605,0,U,55467,999,12218,.73322E-4,.787E-5,0
STARLINK-5672,2023-015V,2025-04-20T18:59:38.221440,15.02524826,.0002968,43.0092,280.3677,283.4152,76.6359,0,U,55468,999,12218,-.15567E-4,-.414E-5,0
STARLINK-5681,2023-015W,2025-04-20T20:40:08.445504,15.02531895,.0001016,43.0050,280.0252,282.1344,77.9384,0,U,55469,999,12219,.66376E-4,.693E-5,0
STARLINK-5708,2023-015X,2025-04-20T18:53:12.943104,15.02534264,.0001453,43.0029,280.3257,254.2750,105.7932,0,U,55470,999,12218,.30985E-4,.215E-5,0
STARLINK-5711,2023-015Y,2025-04-20T12:27:06.543072,15.02539578,.0001364,43.0041,281.7573,272.3183,87.7503,0,U,55471,999,12214,.69519E-4,.736E-5,0
STARLINK-5705,2023-015Z,2025-04-19T20:28:46.788384,15.02540874,.0001645,43.0047,273.2181,273.3147,86.7507,0,U,55472,999,12218,-.2932E-4,-.6E-5,0
STARLINK-5687,2023-015AA,2025-04-20T17:31:27.946848,15.40858480,.0033818,42.9909,217.8195,317.0839,42.7380,0,U,55473,999,12291,.15963E-2,.68696E-3,0
STARLINK-5689,2023-015AB,2025-04-19T13:23:33.821376,15.02529437,.0001437,43.0042,300.4395,283.1285,76.9397,0,U,55474,999,12184,.21658E-3,.2723E-4,0
STARLINK-5650,2023-015AC,2025-04-20T21:50:17.653920,15.02536563,.0001274,43.0029,279.5312,269.6760,90.3936,0,U,55475,999,12220,.11873E-3,.1401E-4,0
STARLINK-5685,2023-015AE,2025-04-20T18:40:57.845856,15.02540404,.0001275,43.0024,268.1134,270.7868,89.2828,0,U,55477,999,12232,.68749E-4,.725E-5,0
STARLINK-5691,2023-015AF,2025-04-20T18:39:22.647744,15.02534625,.0001286,43.0037,268.1054,264.3373,95.7322,0,U,55478,999,12232,.9224E-5,-.79E-6,0
STARLINK-5688,2023-015AG,2025-04-20T18:53:44.014272,15.02547418,.0001954,43.0077,268.1842,288.9718,71.0913,0,U,55479,999,12232,.20454E-3,.2561E-4,0
STARLINK-5690,2023-015AH,2025-04-20T20:58:55.759008,15.02536465,.000136,43.0050,293.0329,282.9080,77.1611,0,U,55480,999,12186,.50924E-4,.484E-5,0
STARLINK-5694,2023-015AJ,2025-04-20T19:35:59.678016,15.02538236,.0001171,43.0030,293.5409,259.3404,100.7306,0,U,55481,999,12203,.31374E-4,.22E-5,0
STARLINK-5692,2023-015AL,2025-04-20T20:57:20.722464,15.02533783,.0001578,43.0047,293.1061,279.3390,80.7273,0,U,55483,999,12204,-.9121E-5,-.327E-5,0
STARLINK-5696,2023-015AM,2025-04-20T20:44:33.671040,15.02541676,.0001103,43.0034,293.0376,262.7599,97.3118,0,U,55484,999,12204,.98406E-4,.1126E-4,0
STARLINK-5695,2023-015AN,2025-04-20T19:31:09.831072,15.02519372,.0001459,43.0023,293.5169,296.4632,63.6061,0,U,55485,999,12203,.19271E-3,.2399E-4,0
STARLINK-5704,2023-015AP,2025-04-20T12:49:06.742848,15.02544743,.0001522,43.0047,294.8180,265.8077,94.2591,0,U,55486,999,12199,.25571E-3,.3253E-4,0
STARLINK-5701,2023-015AQ,2025-04-20T13:09:53.597664,15.02539017,.0000912,42.9965,294.9830,287.4763,72.5980,0,U,55487,999,12199,.69492E-4,.735E-5,0
STARLINK-5706,2023-015AR,2025-04-20T20:33:22.074336,15.02539148,.0001555,43.0040,292.9761,276.8907,83.1759,0,U,55488,999,12204,.44023E-4,.391E-5,0
STARLINK-5371,2023-015AS,2025-04-20T12:53:54.151584,15.02545341,.000145,43.0050,294.8894,266.7848,93.2829,0,U,55489,999,12199,.17835E-3,.2207E-4,0
STARLINK-5373,2023-015AT,2025-04-20T12:50:42.366048,15.02527137,.0001239,43.0043,294.8585,261.3934,98.6768,0,U,55490,999,12199,-.15555E-3,-.2304E-4,0
STARLINK-5364,2023-015AU,2025-04-19T18:59:15.849888,15.02546160,.0001249,43.0039,272.7392,271.6660,88.4039,0,U,55491,999,12218,.17191E-4,.29E-6,0
STARLINK-5013,2023-015AV,2025-04-20T14:15:15.564960,15.02511115,.0001384,42.9963,294.4365,264.7180,95.3504,0,U,55492,999,12200,.29594E-4,.196E-5,0
STARLINK-5362,2023-015AW,2025-04-20T19:07:13.912320,15.02535267,.0001107,43.0035,293.3830,241.9360,118.1371,0,U,55493,999,12203,.41929E-5,-.147E-5,0
STARLINK-5344,2023-015AX,2025-04-20T21:56:18.303072,15.02542967,.000121,43.0038,292.5464,275.6062,84.4642,0,U,55494,999,12205,.60351E-4,.612E-5,0
STARLINK-5100,2023-015AY,2025-04-20T20:10:18.401664,15.02540320,.0001576,43.0045,267.7183,264.1700,95.8963,0,U,55495,999,12215,.88073E-4,.986E-5,0
STARLINK-5363,2023-015BA,2025-04-20T20:18:59.912928,15.02549701,.0001279,43.0034,292.9034,271.2875,88.7820,0,U,55497,999,12204,.52991E-3,.6964E-4,0
STARLINK-5365,2023-015BB,2025-04-20T21:41:55.526496,15.02538983,.0001639,43.0046,292.4699,253.8143,106.2519,0,U,55498,999,12205,.1251E-3,.1487E-4,0
STARLINK-5366,2023-015BC,2025-04-20T11:57:57.996288,15.02540092,.0000929,43.0026,294.5906,277.8257,82.2479,0,U,55499,999,12274,.46686E-4,.427E-5,0
STARLINK-5141,2023-015BD,2025-04-20T20:14:11.193504,15.02538715,.0001908,43.0046,292.8712,239.3274,120.7380,0,U,55500,999,12204,-.47918E-5,-.269E-5,0
STARLINK-5367,2023-015BE,2025-04-19T13:40:58.135584,15.02534788,.0001266,43.0037,299.6526,275.1477,84.9220,0,U,55501,999,12185,-.95424E-6,-.217E-5,0
STARLINK-5749,2023-020A,2025-04-20T22:19:33.986208,15.02534388,.0001412,43.0050,318.7893,274.2730,85.7951,0,U,55569,999,12143,.33798E-4,.253E-5,0
STARLINK-5737,2023-020B,2025-04-20T14:24:07.172064,15.02536340,.0001319,43.0049,320.6155,273.9010,86.1681,0,U,55570,999,12031,.20653E-4,.75E-6,0
STARLINK-5739,2023-020C,2025-04-20T14:16:07.992480,15.02534788,.000121,43.0059,320.5730,271.8924,88.1780,0,U,55571,999,12031,.10197E-3,.1174E-4,0
STARLINK-5732,2023-020D,2025-04-20T17:21:11.864736,15.02535045,.00021,43.0052,319.8140,261.6896,98.3709,0,U,55572,999,12033,-.56237E-5,-.28E-5,0
STARLINK-5738,2023-020E,2025-04-19T22:14:03.328224,15.02537949,.0001197,43.0066,324.1626,296.7818,63.2901,0,U,55573,999,12021,.14583E-3,.1767E-4,0
STARLINK-5747,2023-020F,2025-04-20T21:55:35.443488,15.02540807,.0001488,43.0051,318.6671,259.4303,100.6372,0,U,55574,999,12036,.55514E-4,.546E-5,0
STARLINK-5745,2023-020G,2025-04-20T17:16:23.955744,15.02569161,.0001596,43.0047,319.7888,277.1915,82.8745,0,U,55575,999,12033,-.41358E-3,-.5791E-4,0
STARLINK-5751,2023-020H,2025-04-20T21:25:57.809280,15.02537810,.0001255,43.0036,292.5253,291.2697,68.8012,0,U,55576,999,12066,.51609E-4,.494E-5,0
STARLINK-5752,2023-020J,2025-04-20T21:58:46.738272,15.02545316,.0001626,43.0045,318.6175,258.2143,101.8517,0,U,55577,999,12036,.13217E-3,.1583E-4,0
STARLINK-5754,2023-020L,2025-04-20T15:07:06.334752,15.02538121,.0001045,43.0028,319.9764,268.5346,91.5376,0,U,55579,999,12032,.48177E-4,.447E-5,0
STARLINK-5757,2023-020M,2025-04-20T19:47:02.633856,15.02539743,.0001793,43.0049,292.8659,262.1702,97.8937,0,U,55580,999,12065,.1041E-3,.1203E-4,0
STARLINK-5753,2023-020N,2025-04-20T21:50:47.843808,15.02536449,.0001146,43.0037,318.6401,282.9836,77.0878,0,U,55581,999,12036,.85017E-4,.945E-5,0
STARLINK-5741,2023-020P,2025-04-20T14:08:30.992640,15.02537224,.0001774,43.0029,307.5668,258.2671,101.7972,0,U,55582,999,12046,.31444E-4,.221E-5,0
STARLINK-5742,2023-020Q,2025-04-20T21:41:12.270336,15.02533908,.0001748,43.0057,318.5889,257.2207,102.8440,0,U,55583,999,12036,.15203E-4,.2E-7,0
STARLINK-5736,2023-020R,2025-04-20T21:38:00.224736,15.02538579,.0000962,43.0022,318.5746,273.6185,86.4547,0,U,55584,999,12036,.2433E-3,.3085E-4,0
STARLINK-5769,2023-020S,2025-04-20T22:23:08.575296,15.02552664,.0001361,43.0069,305.8486,259.9658,100.1030,0,U,55585,999,12051,.27652E-4,.17E-5,0
STARLINK-5767,2023-020T,2025-04-20T21:26:49.120512,15.02539254,.000175,43.0046,318.5178,260.5160,99.5484,0,U,55586,999,12036,.22595E-4,.101E-5,0
STARLINK-5727,2023-020U,2025-04-19T23:14:38.962464,15.02529609,.0001041,43.0035,323.5581,13.1187,346.9683,0,U,55587,999,12022,-.23511E-3,-.3377E-4,0
STARLINK-5728,2023-020V,2025-04-20T22:52:57.592704,15.02536256,.0001452,43.0053,318.1044,250.6133,109.4552,0,U,55588,999,12037,.39822E-4,.334E-5,0
STARLINK-5697,2023-020W,2025-04-20T21:25:13.425600,15.02535920,.0001136,43.0045,318.5026,271.2633,88.8079,0,U,55589,999,12036,.93238E-4,.1056E-4,0
STARLINK-5762,2023-020X,2025-04-20T22:43:22.314720,15.02531890,.0001462,43.0044,318.0579,270.7295,89.3380,0,U,55590,999,12037,.451E-4,.406E-5,0
STARLINK-5760,2023-020Y,2025-04-20T14:59:07.329696,15.02531445,.0001218,43.0047,319.9371,272.1654,87.9049,0,U,55591,999,12032,-.1626E-4,-.423E-5,0
