OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1593,2020-057C,2025-04-20T00:12:19.433664,15.06421474,.0001468,53.0551,330.0277,90.7329,269.3828,0,U,46119,999,25853,.54352E-3,.7828E-4,0
STARLINK-1601,2020-057D,2025-04-19T15:05:35.536992,15.06393476,.000121,53.0545,331.3855,105.3394,254.7729,0,U,46120,999,25788,.39047E-3,.5538E-4,0
STARLINK-1605,2020-057G,2025-04-20T12:30:03.367584,15.06398922,.0002096,53.0526,287.3773,112.6713,247.4498,0,U,46123,999,25919,.40405E-4,.32E-5,0
STARLINK-1614,2020-057H,2025-04-20T12:40:40.004256,15.06426721,.0002094,53.0539,287.3430,130.8059,229.3112,0,U,46124,999,25792,.44142E-3,.6304E-4,0
STARLINK-1618,2020-057J,2025-04-18T20:25:39.999360,15.06418647,.0001218,53.0552,334.8739,96.7798,263.3329,0,U,46125,999,25776,.10177E-2,.14917E-3,0
STARLINK-1621,2020-057L,2025-04-20T22:32:29.587776,15.06399162,.0001293,53.0541,305.4992,83.2842,276.8294,0,U,46127,999,25769,-.85321E-4,-.1552E-4,0
STARLINK-1622,2020-057M,2025-04-20T12:03:31.536576,15.06393393,.0001471,53.0540,287.4623,85.5093,274.6064,0,U,46128,999,25791,.10499E-3,.1282E-4,0
STARLINK-1623,2020-057N,2025-04-20T20:59:37.178304,15.06408187,.0000347,53.0538,285.7861,97.0754,263.0275,0,U,46129,999,25863,.16856E-3,.2231E-4,0
STARLINK-1624,2020-057P,2025-04-20T21:47:22.398432,15.06389403,.0001536,53.0566,285.6372,120.3276,239.7865,0,U,46130,999,25922,-.93858E-5,-.421E-5,0
STARLINK-1625,2020-057Q,2025-04-20T12:32:43.271520,15.06386067,.0001286,53.0542,307.3724,88.1476,271.9661,0,U,46131,999,25889,.216E-3,.2936E-4,0
STARLINK-1639,2020-057U,2025-04-20T22:00:01.999584,15.46071533,.000142,53.0519,281.5730,79.5512,213.7085,0,U,46135,999,585,.17423E-1,.94614E-2,0
STARLINK-1643,2020-057V,2025-04-19T21:39:41.162400,15.06397534,.000131,53.0549,320.1905,103.4723,256.6412,0,U,46136,999,25806,.5531E-3,.7966E-4,0
STARLINK-1586,2020-057W,2025-04-20T22:00:01.999584,15.23258346,.0001436,53.0541,305.1471,70.6507,183.0436,0,U,46137,999,585,.47997E-1,.1260837E-1,0
STARLINK-1596,2020-057AA,2025-04-20T21:16:24.438144,15.12541145,.0001028,53.0550,284.0483,257.3133,102.7744,0,U,46141,999,25799,.29862E-2,.52742E-3,0
STARLINK-1597,2020-057AB,2025-04-19T00:13:54.345792,15.06377021,.0001356,53.0546,334.1636,87.4513,272.6631,0,U,46142,999,25712,.10805E-2,.15839E-3,0
STARLINK-1606,2020-057AD,2025-04-20T12:00:52.241760,15.06429634,.0001672,53.0549,307.4680,78.4738,281.6438,0,U,46144,999,24588,.81774E-3,.11929E-3,0
STARLINK-1608,2020-057AF,2025-04-20T14:42:43.930944,15.06419285,.0001795,53.0553,326.9681,74.7252,285.3935,0,U,46146,999,25737,.38095E-3,.54E-4,0
STARLINK-1616,2020-057AH,2025-04-20T22:00:01.999584,15.88544496,.0011643,53.0389,264.8759,302.0163,89.7546,0,U,46148,999,25888,.17042E-2,.484972E-2,.98412E-4
STARLINK-1629,2020-057AK,2025-04-20T22:00:01.999584,15.20109081,.0001052,53.0538,325.1390,99.1158,10.1580,0,U,46150,999,579,.5041E-3,.10723E-3,0
STARLINK-1631,2020-057AL,2025-04-20T22:00:01.999584,15.64974948,.0008405,53.0479,286.7592,246.6420,328.2720,0,U,46151,999,25862,.37978E-2,.398512E-2,0
STARLINK-1636,2020-057AN,2025-04-20T22:00:01.999584,15.38371683,.0008715,53.0346,290.9796,148.2288,1.5013,0,U,46153,999,592,.50291E-2,.198014E-2,0
STARLINK-1642,2020-057AP,2025-04-19T22:48:40.735872,15.06394868,.0000869,53.0547,319.9412,72.5459,287.5625,0,U,46154,999,25741,.69078E-4,.748E-5,0
STARLINK-1667,2020-057AQ,2025-04-19T21:48:57.661344,15.06407005,.0001289,53.0548,290.1254,97.5810,262.5326,0,U,46155,999,25848,.37623E-3,.5328E-4,0
STARLINK-1545,2020-057AR,2025-04-19T23:11:15.037728,15.06394123,.0001046,53.0559,309.8716,55.6197,304.4891,0,U,46156,999,25880,-.85071E-4,-.1548E-4,0
STARLINK-1587,2020-057AS,2025-04-20T19:34:41.406528,15.06397066,.0001244,53.0532,286.0531,86.9275,273.1856,0,U,46157,999,25796,.23632E-3,.324E-4,0
STARLINK-1595,2020-057AU,2025-04-20T04:32:21.499872,15.06417881,.0001426,53.0567,328.8683,95.2096,264.9056,0,U,46159,999,25796,.33986E-3,.4787E-4,0
STARLINK-1598,2020-057AV,2025-04-19T23:32:28.135680,15.06408288,.0001407,53.0551,309.8015,95.3529,264.7621,0,U,46160,999,25880,.32545E-3,.457E-4,0
STARLINK-1600,2020-057AW,2025-04-20T22:00:01.999584,15.65623104,.0003496,53.0332,269.6942,295.6471,102.3621,0,U,46161,999,25886,.33997E-2,.364125E-2,0
STARLINK-1610,2020-057AY,2025-04-20T22:00:01.999584,15.87385985,.0011836,53.0429,261.7610,286.7659,25.4287,0,U,46163,999,25896,.23691E-2,.69167E-2,0
STARLINK-1612,2020-057AZ,2025-04-18T19:53:48.477984,15.06392527,.0001391,53.0556,294.9745,96.2171,263.8976,0,U,46164,999,25892,.89443E-4,.1051E-4,0
STARLINK-1626,2020-057BC,2025-04-20T14:53:22.439040,15.06403793,.0001445,53.0552,326.9331,75.0530,285.0618,0,U,46167,999,25737,.56051E-3,.8078E-4,0
STARLINK-1627,2020-057BD,2025-04-19T20:51:55.489536,15.06406693,.0001196,53.0555,280.3840,104.1756,255.9366,0,U,46168,999,25861,.96878E-4,.1162E-4,0
STARLINK-1628,2020-057BE,2025-04-19T21:06:02.855808,15.52677138,.000186,53.0497,296.5046,249.9712,110.1097,0,U,46169,999,25830,.10239E-2,.64275E-3,0
STARLINK-1633,2020-057BG,2025-04-20T20:40:59.748096,15.06476113,.0002069,53.0536,305.8451,67.5573,292.5635,0,U,46171,999,25894,.87119E-3,.12745E-3,0
STARLINK-1635,2020-057BH,2025-04-20T13:04:33.953088,15.06394550,.0001424,53.0536,307.2737,77.4372,282.6776,0,U,46172,999,25889,.13092E-3,.1669E-4,0
STARLINK-1640,2020-057BJ,2025-04-19T23:51:02.325888,15.06404236,.0001556,53.0571,329.7413,83.2094,276.9072,0,U,46173,999,25727,.17638E-3,.2347E-4,0
STARLINK-1641,2020-057BK,2025-04-20T14:21:31.356576,15.06393891,.0001322,53.0543,327.0375,71.0179,289.0953,0,U,46174,999,25736,.98779E-4,.119E-4,0
STARLINK-1734,2020-062A,2025-04-20T00:15:51.086880,15.24482902,.0008349,53.0415,339.0456,165.2340,194.8902,0,U,46325,999,25684,.28428E-2,.71173E-3,0
STARLINK-1654,2020-062B,2025-04-20T01:50:32.140032,15.06395448,.0001271,53.0552,29.6121,99.2239,260.8894,0,U,46326,999,25553,.90332E-4,.1064E-4,0
STARLINK-1673,2020-062C,2025-04-19T01:54:50.040576,15.57203255,.0006722,53.0304,351.1224,121.1611,239.0059,0,U,46327,999,25598,.21858E-2,.16489E-2,0
STARLINK-1686,2020-062D,2025-04-20T16:12:57.206304,15.06467182,.0001521,53.0543,6.6804,59.6603,300.4536,0,U,46328,999,25590,.14665E-2,.21669E-3,0
STARLINK-1695,2020-062E,2025-04-20T17:00:45.777888,15.06433208,.0002072,53.0558,6.5398,56.1053,304.0133,0,U,46329,999,25590,.92646E-3,.13557E-3,0
STARLINK-1710,2020-062F,2025-04-20T16:44:47.870592,15.06497634,.0001552,53.0551,6.5834,110.7460,249.3696,0,U,46330,999,25591,.10999E-2,.16183E-3,0
STARLINK-1719,2020-062G,2025-04-19T19:17:42.909504,15.06384267,.0001215,53.0556,30.6000,32.2167,327.8896,0,U,46331,999,25549,-.10576E-3,-.1856E-4,0
STARLINK-1723,2020-062J,2025-04-20T18:12:24.143328,15.06406013,.0001169,53.0575,26.3061,94.9332,265.1790,0,U,46333,999,25563,.15177E-3,.198E-4,0
STARLINK-1727,2020-062L,2025-04-20T17:19:20.632512,15.06412677,.0001749,53.0556,26.4671,112.8186,247.2988,0,U,46335,999,25563,.59801E-3,.864E-4,0
STARLINK-1738,2020-062M,2025-04-19T23:35:09.259584,15.06405060,.0001156,53.0551,9.7940,77.5651,282.5468,0,U,46336,999,25579,.20307E-2,.30099E-3,0
STARLINK-1750,2020-062N,2025-04-20T17:27:17.382528,15.06415462,.0001028,53.0560,6.4444,113.4876,246.6221,0,U,46337,999,25591,.49213E-3,.7059E-4,0
STARLINK-1752,2020-062P,2025-04-20T18:38:57.054336,15.06430532,.0001156,53.0554,26.2218,110.6102,249.5011,0,U,46338,999,25563,.84701E-3,.12367E-3,0
STARLINK-1759,2020-062R,2025-04-20T18:44:17.890368,15.06415626,.0001348,53.0560,26.5240,90.6746,269.4398,0,U,46340,999,25562,.18762E-3,.2515E-4,0
STARLINK-1762,2020-062T,2025-04-20T17:40:34.565088,15.06422624,.0001219,53.0551,26.4109,120.2376,239.8734,0,U,46342,999,25563,.10422E-2,.15285E-3,0
STARLINK-1764,2020-062U,2025-04-20T17:32:36.481056,15.06424835,.0001619,53.0548,6.4358,80.2407,279.8765,0,U,46343,999,25591,.71858E-3,.10445E-3,0
STARLINK-1765,2020-062V,2025-04-20T16:23:36.932640,15.06432731,.0001663,53.0547,6.6526,323.8658,36.2219,0,U,46344,999,25590,.19978E-2,.29628E-3,0
STARLINK-1767,2020-062W,2025-04-20T02:06:24.690528,15.06396776,.0001565,53.0546,29.3250,117.6975,242.4173,0,U,46345,999,25553,.19911E-3,.2685E-4,0
STARLINK-1547,2020-062Y,2025-04-20T15:25:54.193440,15.06396642,.0002438,53.0560,341.8332,100.6480,259.4784,0,U,46347,999,25623,.10497E-3,.1282E-4,0
STARLINK-1553,2020-062Z,2025-04-20T16:00:54.454752,15.14326929,.000335,53.0515,0.2292,109.7619,250.3735,0,U,46348,999,25599,.15514E-2,.28572E-3,0
STARLINK-1575,2020-062AA,2025-04-20T14:48:43.985664,15.06393822,.0001183,53.0563,341.9452,78.9206,281.1916,0,U,46349,999,25624,.14889E-3,.1937E-4,0
STARLINK-1646,2020-062AC,2025-04-20T17:16:40.632672,15.06413624,.0001949,53.0537,6.4804,103.5914,256.5292,0,U,46351,999,25592,.71552E-3,.10396E-3,0
STARLINK-1653,2020-062AD,2025-04-20T16:50:08.666016,15.06405205,.0001074,53.0553,6.5654,93.0702,267.0410,0,U,46352,999,25591,.66147E-3,.9586E-4,0
STARLINK-1656,2020-062AE,2025-04-20T00:52:06.557664,15.06404267,.0001308,53.0553,29.5489,118.5532,241.5589,0,U,46353,999,25552,.13892E-2,.20473E-3,0
STARLINK-1657,2020-062AF,2025-04-20T18:07:06.885120,15.06407518,.00014,53.0551,26.3237,103.5674,256.5471,0,U,46354,999,25563,.85242E-3,.12441E-3,0
STARLINK-1661,2020-062AG,2025-04-20T01:34:34.182624,15.06400897,.0001768,53.0559,29.4261,87.9603,272.1588,0,U,46355,999,25553,.35391E-3,.4994E-4,0
STARLINK-1665,2020-062AH,2025-04-20T01:55:48.545472,15.06402339,.000163,53.0557,29.3944,78.6786,281.4386,0,U,46356,999,25553,.36443E-3,.5151E-4,0
STARLINK-1666,2020-062AJ,2025-04-20T17:43:12.959616,15.06430663,.0000727,53.0561,6.4038,43.2512,316.8534,0,U,46357,999,25591,.1311E-2,.19316E-3,0
STARLINK-1707,2020-062AL,2025-04-20T14:41:57.907392,15.10904927,.0002843,53.0566,341.0743,152.7118,207.4023,0,U,46359,999,25625,.25853E-2,.43531E-3,0
STARLINK-1713,2020-062AM,2025-04-20T22:00:01.999584,15.18683726,.0001231,53.0555,340.0779,85.8643,172.8459,0,U,46360,999,25647,.30345E-1,.681736E-2,0
STARLINK-1726,2020-062AP,2025-04-20T16:03:01.924128,15.06390476,.0000863,53.0565,341.7154,336.2574,23.8375,0,U,46362,999,25625,.10012E-3,.121E-4,0
STARLINK-1739,2020-062AQ,2025-04-20T22:00:01.999584,15.75601573,.0004778,53.0305,297.2825,239.3091,54.1366,0,U,46363,999,25704,.27623E-2,.453535E-2,0
STARLINK-1651,2020-062AT,2025-04-20T15:04:39.271584,15.06402193,.0003073,53.0533,341.9035,50.9823,309.1439,0,U,46366,999,25624,.28576E-3,.3977E-4,0
STARLINK-1689,2020-062AZ,2025-04-20T21:24:37.540224,15.45871986,.0006191,53.0401,355.1310,82.6440,277.5270,0,U,46372,999,25609,.21781E-2,.10865E-2,0
STARLINK-1724,2020-062BC,2025-04-19T16:36:30.886560,15.06387882,.000082,53.0542,346.0978,102.7988,257.3092,0,U,46375,999,25610,.86903E-3,.12682E-3,0
STARLINK-1742,2020-062BD,2025-04-19T15:06:55.125216,15.15393886,.0011246,53.0502,344.1653,116.8830,243.3313,0,U,46376,999,25630,.28678E-2,.54979E-3,0
STARLINK-1769,2020-062BK,2025-04-20T15:36:30.095712,15.06416105,.0001579,53.0560,341.7957,76.8763,283.2402,0,U,46382,999,25625,.44444E-3,.6347E-4,0
STARLINK-1770,2020-062BL,2025-04-20T18:28:20.811648,15.06427480,.0001389,53.0553,26.2589,91.1003,269.0145,0,U,46383,999,25563,.83286E-3,.12155E-3,0
STARLINK-1771,2020-062BM,2025-04-20T18:33:38.525184,15.06425488,.0001603,53.0569,26.2401,100.7434,259.3736,0,U,46384,999,25563,.53625E-3,.772E-4,0
STARLINK-1648,2020-070B,2025-04-20T14:02:57.167232,15.06392213,.0001327,53.0537,187.0908,95.8689,264.2451,0,U,46533,999,25080,.19282E-3,.2591E-4,0
STARLINK-1659,2020-070C,2025-04-20T22:00:01.999584,15.89448229,.0008907,53.0303,135.0223,356.7847,126.1560,0,U,46534,999,606,.19144E-2,.569043E-2,.13456E-3
STARLINK-1663,2020-070D,2025-04-20T14:56:03.037632,15.06391637,.0001473,53.0532,186.9203,85.9420,274.1737,0,U,46535,999,25080,.27795E-3,.386E-4,0
STARLINK-1672,2020-070F,2025-04-20T15:33:12.016800,15.06398045,.0001593,53.0532,186.8055,108.8233,251.2929,0,U,46537,999,25081,.37569E-3,.5318E-4,0
STARLINK-1678,2020-070G,2025-04-20T15:01:20.297568,15.06396359,.0001676,53.0548,186.9001,117.2119,242.9041,0,U,46538,999,25080,.28196E-3,.392E-4,0
STARLINK-1687,2020-070K,2025-04-20T11:21:03.940128,15.06396372,.000115,53.0529,167.5946,112.4235,247.6876,0,U,46541,999,25106,-.64516E-3,-.9877E-4,0
STARLINK-1692,2020-070L,2025-04-20T12:18:17.131392,15.24701900,.0010827,53.0472,180.8011,269.4959,90.4797,0,U,46542,999,25088,.29158E-2,.7356E-3,0
STARLINK-1693,2020-070M,2025-04-20T22:00:01.999584,15.50995843,.0009298,53.0508,151.5705,323.6798,210.7185,0,U,46543,999,596,.29751E-2,.179527E-2,0
STARLINK-1694,2020-070N,2025-04-20T22:00:01.999584,15.88651472,.001021,53.0322,121.3684,36.3056,36.8464,0,U,46544,999,605,.16148E-2,.46125E-2,.89869E-4
STARLINK-1696,2020-070P,2025-04-20T16:00:01.999584,16.00510214,.001153,53.0345,149.7006,358.9421,163.2110,0,U,46545,999,592,.15788E-2,.854391E-2,.35742E-3
STARLINK-1700,2020-070T,2025-04-20T14:47:42.207936,15.21763275,.0004859,53.0498,180.6091,264.0560,95.9882,0,U,46549,999,25089,.27837E-2,.64175E-3,0
STARLINK-1664,2020-070X,2025-04-20T12:36:41.337216,15.06401018,.000127,53.0530,157.3728,89.4574,270.6560,0,U,46553,999,25121,-.20741E-3,-.3369E-4,0
STARLINK-1676,2020-070AA,2025-04-20T10:30:38.691648,15.06400793,.0001205,53.0532,187.7466,116.6977,243.4135,0,U,46556,999,25078,.13017E-2,.19161E-3,0
STARLINK-1679,2020-070AB,2025-04-20T13:18:22.197312,15.06413006,.0001309,53.0532,171.6013,101.7956,258.3180,0,U,46557,999,25102,.62008E-3,.897E-4,0
STARLINK-1680,2020-070AC,2025-04-20T13:19:49.486368,15.06386945,.0001193,53.0540,172.2253,97.8282,262.2842,0,U,46558,999,25102,-.67989E-4,-.1293E-4,0
STARLINK-1681,2020-070AD,2025-04-20T08:25:09.609888,15.15481359,.0004323,53.0552,155.4227,34.4143,325.7129,0,U,46559,999,25122,.18795E-2,.35875E-3,0
STARLINK-1714,2020-070AG,2025-04-20T13:33:51.342048,15.06413112,.0001487,53.0530,167.6420,88.6728,271.4431,0,U,46562,999,25107,.59287E-3,.8563E-4,0
STARLINK-1730,2020-070AH,2025-04-20T10:27:59.496192,15.06402473,.0001479,53.0530,167.7592,83.7646,276.3511,0,U,46563,999,25106,.35753E-3,.5048E-4,0
STARLINK-1733,2020-070AJ,2025-04-20T13:23:10.966848,15.06395889,.0001244,53.0526,167.2888,101.6685,258.4444,0,U,46564,999,25108,.40875E-3,.5811E-4,0
STARLINK-1735,2020-070AK,2025-04-20T12:40:40.434528,15.06390966,.0001302,53.0531,167.3394,84.0262,276.0876,0,U,46565,999,25107,.22601E-4,.55E-6,0
STARLINK-1740,2020-070AL,2025-04-20T12:19:27.133536,15.06399137,.0001386,53.0529,167.4118,96.9050,263.2096,0,U,46566,999,25107,.36658E-3,.5183E-4,0
STARLINK-1741,2020-070AM,2025-04-20T11:26:23.190720,15.06423521,.0001197,53.0532,167.5757,104.5016,255.6106,0,U,46567,999,25107,.1181E-2,.17364E-3,0
STARLINK-1531,2020-070AS,2025-04-20T11:06:26.832384,15.06435837,.0002228,53.0544,187.6290,74.9540,285.1695,0,U,46572,999,25078,.12046E-2,.17724E-3,0
STARLINK-1660,2020-070AU,2025-04-20T22:00:01.999584,15.43523128,.0011795,53.0484,159.8854,336.1797,245.8244,0,U,46574,999,588,.29298E-2,.135735E-2,0
STARLINK-1675,2020-070AV,2025-04-20T11:28:00.985152,15.38448125,.0002081,53.0540,143.3144,53.5140,306.6054,0,U,46575,999,25140,.24082E-2,.93459E-3,0
STARLINK-1677,2020-070AW,2025-04-20T13:14:32.629056,15.06398012,.0001396,53.0532,172.2412,108.1505,251.9636,0,U,46576,999,25101,.61565E-3,.89E-4,0
STARLINK-1683,2020-070AY,2025-04-20T10:01:41.689632,15.15871975,.000411,53.0553,154.9888,21.1665,338.9497,0,U,46578,999,25124,.32177E-2,.62558E-3,0
STARLINK-1705,2020-070AZ,2025-04-20T10:24:39.759264,15.06393606,.0001403,53.0528,172.7701,106.8592,253.2551,0,U,46579,999,25099,.22353E-3,.3049E-4,0
STARLINK-1708,2020-070BA,2025-04-20T22:00:01.999584,15.65161936,.0008866,53.0407,141.9348,302.4613,94.3512,0,U,46580,999,588,.25536E-2,.265482E-2,0
STARLINK-1712,2020-070BB,2025-04-20T10:38:36.612384,15.06405833,.0001501,53.0542,167.7306,99.5988,260.5171,0,U,46581,999,25106,.48E-4,.434E-5,0
STARLINK-1728,2020-070BC,2025-04-20T10:17:21.503904,15.06402346,.0001601,53.0524,167.7919,98.5796,261.5375,0,U,46582,999,25106,.17124E-3,.227E-4,0
STARLINK-1736,2020-070BF,2025-04-20T13:12:36.195552,15.06415506,.0001554,53.0528,167.5965,79.8725,280.2439,0,U,46585,999,25107,.56129E-3,.8092E-4,0
STARLINK-1746,2020-070BJ,2025-04-20T10:06:45.568800,15.06416841,.0001534,53.0544,167.8215,100.6174,259.4988,0,U,46588,999,25106,.59291E-3,.8565E-4,0
STARLINK-1716,2020-073C,2025-04-19T09:17:15.576576,15.06388841,.0001501,53.0540,257.4603,125.5777,234.5352,0,U,46672,999,24825,.26402E-4,.112E-5,0
STARLINK-1718,2020-073E,2025-04-19T19:27:38.882016,15.06421116,.0001498,53.0541,255.5646,81.0181,279.0977,0,U,46674,999,24831,.90261E-3,.13196E-3,0
STARLINK-1773,2020-073K,2025-04-20T22:00:01.999584,15.40710618,.0001195,53.0473,227.2473,69.2974,101.1298,0,U,46679,999,579,.11713E-1,.519877E-2,0
STARLINK-1775,2020-073M,2025-04-20T20:14:29.999328,15.06397823,.0002322,53.0552,265.9237,114.8923,245.2307,0,U,46681,999,24825,.57825E-4,.58E-5,0
STARLINK-1781,2020-073R,2025-04-20T20:57:00.092736,15.06389388,.0001453,53.0539,266.0670,96.0108,264.1047,0,U,46685,999,24825,.17153E-3,.2274E-4,0
STARLINK-1784,2020-073T,2025-04-20T17:58:28.822944,15.06396550,.0001316,53.0524,231.3559,83.9792,276.1347,0,U,46687,999,24873,.53092E-3,.7635E-4,0
STARLINK-1788,2020-073V,2025-04-20T21:39:31.581504,15.06397538,.0001239,53.0538,266.3205,78.8678,281.2450,0,U,46689,999,24950,.25455E-3,.3512E-4,0
STARLINK-1789,2020-073W,2025-04-20T12:12:10.445472,15.06405070,.0001609,53.0538,242.4393,61.2809,298.8341,0,U,46690,999,24855,.14395E-3,.1863E-4,0
STARLINK-1790,2020-073X,2025-04-20T18:32:58.625664,15.06394707,.0001264,53.0541,251.2422,84.3729,275.7404,0,U,46691,999,24845,.62139E-4,.644E-5,0
STARLINK-1792,2020-073Z,2025-04-20T15:59:52.950912,15.47197063,.0001434,53.0283,216.4863,50.6935,309.4198,0,U,46693,999,24893,.15802E-2,.82072E-3,0
STARLINK-1795,2020-073AC,2025-04-20T18:03:47.190528,15.06394133,.000135,53.0533,231.3393,117.7718,242.3408,0,U,46696,999,24873,-.10024E-3,-.1774E-4,0
STARLINK-1797,2020-073AE,2025-04-20T19:10:13.529280,15.06399360,.0001194,53.0555,251.7071,113.0930,247.0185,0,U,46698,999,24845,.76541E-4,.859E-5,0
STARLINK-1799,2020-073AF,2025-04-20T19:31:22.739232,15.06408692,.0003395,53.0526,251.0604,82.9085,277.2289,0,U,46699,999,24846,.47843E-3,.6853E-4,0
STARLINK-1800,2020-073AG,2025-04-20T19:37:22.436256,15.06397178,.000216,53.0536,266.0412,141.1466,218.9679,0,U,46700,999,24825,.56306E-3,.8114E-4,0
STARLINK-1801,2020-073AH,2025-04-19T18:55:47.819424,15.06411950,.0001181,53.0541,255.6626,87.1537,272.9587,0,U,46701,999,24831,-.10138E-3,-.1792E-4,0
STARLINK-1802,2020-073AJ,2025-04-20T17:31:56.492544,15.06409576,.0001276,53.0539,231.4344,99.7798,260.3335,0,U,46702,999,24873,.64538E-3,.9347E-4,0
STARLINK-1803,2020-073AK,2025-04-20T17:55:47.239392,16.10931830,.0012321,53.0300,196.0529,329.3383,167.0987,0,U,46703,999,24970,.12039E-2,.1235182E-1,.99423E-3
STARLINK-1805,2020-073AM,2025-04-19T10:16:18.683328,15.06395894,.0001269,53.0546,272.2818,84.9082,275.2052,0,U,46705,999,24804,.30718E-3,.4296E-4,0
STARLINK-1807,2020-073AN,2025-04-19T16:00:38.513952,15.06400370,.0001243,53.0533,256.2121,105.5217,254.5909,0,U,46706,999,24829,.33245E-3,.4674E-4,0
STARLINK-1808,2020-073AP,2025-04-21T02:09:56.831904,16.11995567,.0011256,53.0255,168.7203,357.2100,87.2713,0,U,46707,999,25012,.13993E-2,.1520838E-1,.17121E-2
STARLINK-1810,2020-073AR,2025-04-19T11:14:42.570528,15.06408325,.0001213,53.0559,272.2288,90.4158,269.6970,0,U,46709,999,24804,-.97153E-4,-.1728E-4,0
STARLINK-1814,2020-073AU,2025-04-20T18:22:24.826368,15.06368777,.0001718,53.0530,251.4038,110.0843,250.0331,0,U,46712,999,24845,.63295E-3,.9151E-4,0
STARLINK-1815,2020-073AV,2025-04-20T19:56:33.813888,15.06383131,.0003557,53.0532,250.9783,70.6934,289.4439,0,U,46713,999,24846,.15353E-3,.2004E-4,0
STARLINK-1816,2020-073AW,2025-04-19T18:13:20.021664,15.06397877,.0001139,53.0537,255.7985,79.2377,280.8741,0,U,46714,999,24878,.33275E-3,.4678E-4,0
STARLINK-1817,2020-073AX,2025-04-19T18:08:01.296384,15.06413624,.0000957,53.0532,255.8159,97.8483,262.2615,0,U,46715,999,24830,.28603E-3,.3983E-4,0
STARLINK-1818,2020-073AY,2025-04-20T22:00:01.999584,15.63101291,.000774,53.0468,229.1149,331.3161,60.2228,0,U,46716,999,588,.24529E-2,.234047E-2,0
STARLINK-1820,2020-073AZ,2025-04-20T19:29:21.409440,15.16310460,.0002176,53.0546,248.0377,295.9377,64.1392,0,U,46717,999,24850,.20371E-2,.39859E-3,0
STARLINK-1821,2020-073BA,2025-04-19T19:38:56.049792,15.06398501,.0001039,53.0537,270.5656,111.3291,248.7809,0,U,46718,999,24810,.48706E-3,.698E-4,0
STARLINK-1822,2020-073BB,2025-04-20T17:26:37.884768,15.06400196,.0000575,53.0556,231.4499,138.9068,221.1965,0,U,46719,999,24873,.20704E-3,.2804E-4,0
STARLINK-1826,2020-073BF,2025-04-20T17:29:57.268320,15.06401556,.000213,53.0539,226.4459,73.4995,286.6228,0,U,46723,999,24880,.83626E-3,.12197E-3,0
STARLINK-1828,2020-073BH,2025-04-19T11:19:59.722464,15.06394532,.0001203,53.0544,272.0856,101.4357,258.6767,0,U,46725,999,24805,.39969E-4,.314E-5,0
STARLINK-1830,2020-073BK,2025-03-27T02:23:33.054432,15.06462907,.0001306,53.0554,337.0136,113.3189,246.7937,0,U,46727,999,24557,.30828E-2,.46016E-3,0
STARLINK-1848,2020-074B,2025-04-20T00:16:14.961792,15.06397494,.0001364,53.0547,339.6678,120.2887,239.8237,0,U,46740,999,24781,.40631E-4,.324E-5,0
STARLINK-1892,2020-074E,2025-04-19T03:48:10.914624,15.06393267,.0001251,53.0547,338.4970,106.9335,253.1791,0,U,46743,999,24778,.13062E-3,.1664E-4,0
STARLINK-1894,2020-074F,2025-04-20T14:18:14.895072,15.06396888,.0001424,53.0546,332.3099,102.1102,258.0047,0,U,46744,999,24797,.18374E-3,.2456E-4,0
STARLINK-1905,2020-074H,2025-04-20T15:37:49.658880,15.06375541,.0001066,53.0560,331.7939,88.3339,271.7772,0,U,46746,999,24798,.20869E-3,.2826E-4,0
STARLINK-1911,2020-074L,2025-04-20T13:56:59.893728,15.06390414,.0001416,53.0564,332.1051,93.4346,266.6805,0,U,46749,999,24799,.77566E-4,.874E-5,0
STARLINK-1920,2020-074N,2025-04-20T22:00:01.999584,15.98912524,.0010402,53.0320,273.1020,299.6837,55.8183,0,U,46751,999,602,.1862E-2,.917863E-2,.40696E-3
STARLINK-1922,2020-074Q,2025-04-19T00:42:25.447680,15.06394626,.0001121,53.0559,339.0762,107.1210,252.9902,0,U,46753,999,24774,.86787E-4,.1011E-4,0
STARLINK-1924,2020-074S,2025-04-20T22:00:01.999584,15.56205405,.0001729,53.0568,329.4147,171.1398,201.0223,0,U,46755,999,574,.23532E-2,.171088E-2,0
STARLINK-1928,2020-074V,2025-04-20T14:46:43.469760,15.06418422,.0001263,53.0557,336.9520,82.0187,278.0945,0,U,46758,999,24791,.16265E-3,.2143E-4,0
STARLINK-1833,2020-074W,2025-04-20T22:00:01.999584,15.79935135,.0008176,53.0478,322.9544,222.1023,306.9839,0,U,46759,999,603,.21854E-2,.43462E-2,0
STARLINK-1903,2020-074AB,2025-04-20T22:00:01.999584,15.48736277,.0000966,53.0320,320.0036,116.8770,126.0917,0,U,46764,999,580,.13438E-2,.73503E-3,0
STARLINK-1832,2020-074AT,2025-04-19T23:49:03.550080,15.06411222,.0001982,53.0575,324.7534,87.6775,272.4441,0,U,46780,999,24802,.28796E-3,.4011E-4,0
